# chip table
# NumData 59
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       0,      [368   0 474 568],    0.0
         2,      1,       0,      [216 191 211 651],    0.0
         3,      2,       0,      [368   0 464 702],    0.0
         4,      2,       0,      [208 244 218 564],    0.0
         5,      3,       0,      [366 352 278 233],    0.0
         6,      3,       0,      [552 229 131 152],    0.0
         7,      3,       0,      [344 398  57 187],    0.0
         8,      4,       0,      [191 328 346 270],    0.0
         9,      4,       0,      [494 424 265 136],    0.0
        10,      5,       0,      [155 312 325 288],    0.0
        11,      5,       0,      [440 383  94 217],    0.0
        12,      6,       0,      [118 304 328 290],    0.0
        13,      6,       0,      [  0 269 159 236],    0.0
        14,      7,       0,      [  0 264 384 341],    0.0
        15,      8,       0,      [  0 261 259 458],    0.0
        16,      8,       0,      [232 325 185 269],    0.0
        17,      9,       0,  [ 728    0  240 1225],    0.0
        18,      9,       0,  [ 656 1072  261  464],    0.0
        19,      9,       0,      [432   0 326 357],    0.0
        20,     10,       0,  [ 800    0  203 1536],    0.0
        21,     10,       0,      [  0 360 364 335],    0.0
        22,     10,       0,      [680 801 145 735],    0.0
        23,     11,       0,      [528 344 423 433],    0.0
        24,     11,       0,      [536   0 208 398],    0.0
        25,     12,       0,      [549 392 589 370],    0.0
        26,     12,       0,      [480  93 143 503],    0.0
        27,     13,       0,      [567 384 582 373],    0.0
        28,     14,       0,      [668 344 584 407],    0.0
        29,     15,       0,      [872 296 422 482],    0.0
        30,     15,       0,      [656   0 229 304],    0.0
        31,     16,       0,      [105 136 747 468],    0.0
        32,     16,       0,      [  0   0 606 194],    0.0
        33,     17,       0,      [832 316 338 521],    0.0
        34,     17,       0,      [636 200 426 181],    0.0
        35,     18,       0,      [748 304 330 244],    0.0
        36,     18,       0,  [1127  465  182  182],    0.0
        37,     18,       0,      [737 520 177 164],    0.0
        38,     19,       0,      [928 378 404 421],    0.0
        39,     19,       0,  [1184  747  148  333],    0.0
        40,     20,       0,  [1040  512  482  568],    0.0
        41,     21,       0,      [992 478 532 602],    0.0
        42,     22,       0,      [702 272 494 266],    0.0
        43,     22,       0,      [750 216 336  89],    0.0
        44,     23,       0,      [928 142 356 385],    0.0
        45,     23,       0,      [906   0 274 190],    0.0
        46,     23,       0,  [1240  214   96  475],    0.0
        47,     24,       0,      [727 264 461 317],    0.0
        48,     24,       0,      [744 224 368  80],    0.0
        49,     25,       0,      [856 154 327 418],    0.0
        50,     25,       0,      [929 520 513 107],    0.0
        51,     26,       0,  [1064  351  240  443],    0.0
        52,     26,       0,  [1136  744  217  174],    0.0
        53,     27,       0,  [1056  364  274  444],    0.0
        54,     27,       0,  [1142  792  283  135],    0.0
        55,     28,       0,  [1056  334  329  462],    0.0
        56,     29,       0,  [1304  361  432  608],    0.0
        57,     29,       0,  [1064  363  294  312],    0.0
        58,     30,       0,  [1067  368  604  315],    0.0
        59,     30,       0,  [1424  644  337  436],    0.0
