# image table
# NumData 31
#   gid,                                               gname,    aif
      1,   02__Station32__Camera1__2012-7-14__4-48-28(4).JPG,  False
      2,    02__Station32__Camera1__2012-7-14__4-48-6(2).JPG,  False
      3,    02__Station32__Camera1__2012-7-14__4-48-8(5).JPG,  False
      4,   02__Station32__Camera1__2012-7-14__4-49-10(0).JPG,  False
      5,   02__Station32__Camera1__2012-7-14__4-49-16(1).JPG,  False
      6,   02__Station32__Camera1__2012-7-14__4-49-38(4).JPG,  False
      7,   02__Station32__Camera1__2012-7-14__4-49-56(2).JPG,  False
      8,    02__Station32__Camera1__2012-7-14__4-49-8(7).JPG,  False
      9,   02__Station32__Camera1__2012-8-10__21-8-10(1).JPG,  False
     10,   02__Station32__Camera1__2012-8-10__21-8-14(5).JPG,  False
     11,   02__Station32__Camera1__2012-8-10__21-8-16(8).JPG,  False
     12,    02__Station32__Camera1__2012-8-10__21-8-6(9).JPG,  False
     13,   02__Station32__Camera1__2012-8-31__5-17-12(1).JPG,  False
     14,   02__Station32__Camera1__2012-8-31__5-17-26(6).JPG,  False
     15,   02__Station32__Camera1__2012-8-31__5-17-28(8).JPG,  False
     16,   02__Station32__Camera1__2012-8-31__5-17-28(9).JPG,  False
     17,   02__Station32__Camera1__2012-8-31__5-17-32(2).JPG,  False
     18,   02__Station32__Camera1__2012-8-31__5-17-32(3).JPG,  False
     19,   02__Station32__Camera1__2012-9-16__0-48-28(5).JPG,  False
     20,  02__Station33__Camera1__2012-8-25__16-16-52(1).JPG,  False
     21,  02__Station33__Camera1__2012-8-25__16-16-54(4).JPG,  False
     22,    02__Station33__Camera1__2012-9-2__5-57-12(2).JPG,  False
     23,    02__Station33__Camera1__2012-9-2__5-57-12(3).JPG,  False
     24,    02__Station33__Camera1__2012-9-2__5-58-16(4).JPG,  False
     25,   02__Station35__Camera1__2012-8-11__3-54-38(0).JPG,  False
     26,    02__Station35__Camera1__2012-9-1__4-24-22(0).JPG,  False
     27,     02__Station35__Camera1__2012-9-1__4-25-2(7).JPG,  False
     28,     02__Station35__Camera1__2012-9-1__4-25-2(8).JPG,  False
     29,    02__Station35__Camera1__2012-9-1__4-25-30(2).JPG,  False
     30,     02__Station35__Camera1__2012-9-1__4-25-8(5).JPG,  False
     31,     02__Station35__Camera1__2012-9-1__4-25-8(7).JPG,  False
