# chip table
# NumData 81
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       0,      [888 446 209 327],    0.0
         2,      1,       0,      [835 336 180 151],    0.0
         3,      1,       0,  [1072  607  120  179],    0.0
         4,      2,       0,  [1400  329  283  418],    0.0
         5,      3,       0,  [1499  568  230  230],    0.0
         6,      3,       0,  [1416  456  227  141],    0.0
         7,      4,       0,  [1224  427  308  326],    0.0
         8,      4,       0,  [1104  366  158  217],    0.0
         9,      5,       0,  [1210  435  322  322],    0.0
        10,      5,       0,  [1496  512  102  289],    0.0
        11,      5,       0,  [1104  388  146  188],    0.0
        12,      6,       0,  [1224  432  385  308],    0.0
        13,      6,       0,  [1140  384  377   86],    0.0
        14,      7,       0,      [  0 328 346 329],    0.0
        15,      7,       0,      [417 704 325  99],    0.0
        16,      7,       0,      [  0 223  43 602],    0.0
        17,      8,       0,  [1224  432  313  319],    0.0
        18,      8,       0,  [1145  376  304   96],    0.0
        19,      9,       0,      [496 216 418 281],    0.0
        20,      9,       0,      [448 462 171 321],    0.0
        21,      9,       0,      [384 294 164 208],    0.0
        22,     10,       0,      [750 344 584 355],    0.0
        23,     10,       0,      [537 336 774  52],    0.0
        24,     11,       0,  [1343  488  329  267],    0.0
        25,     11,       0,  [1141   66  122  122],    0.0
        26,     12,       0,      [576 173 152 634],    0.0
        27,     12,       0,      [464 446 131 374],    0.0
        28,     12,       0,      [255 720 225 113],    0.0
        29,     13,       0,  [1540  600  380  143],    0.0
        30,     13,       0,  [1497  584  357   34],    0.0
        31,     14,       0,      [584 373 252 415],    0.0
        32,     14,       0,      [448 153 238 272],    0.0
        33,     14,       0,      [808 569 140 213],    0.0
        34,     15,       0,      [472 183 277 618],    0.0
        35,     15,       0,      [552   0 215 260],    0.0
        36,     16,       0,      [430 368 679 401],    0.0
        37,     17,       0,  [1271  280  505  478],    0.0
        38,     17,       0,  [1002  424  332  237],    0.0
        39,     18,       0,  [1536  227  384  568],    0.0
        40,     19,       0,      [549 392 589 370],    0.0
        41,     19,       0,      [480  93 143 503],    0.0
        42,     20,       0,      [883 104 320  91],    0.0
        43,     20,       0,      [800 192 237  73],    0.0
        44,     20,       0,      [507 376 161  99],    0.0
        45,     20,       0,  [1093    0  134  115],    0.0
        46,     20,       0,      [680 258 109 130],    0.0
        47,     21,       0,      [314 384 413 265],    0.0
        48,     21,       0,  [1088    0  126  300],    0.0
        49,     21,       0,      [680 305 109 234],    0.0
        50,     22,       0,      [928 378 404 421],    0.0
        51,     22,       0,  [1184  747  148  333],    0.0
        52,     23,       0,  [1040  512  482  568],    0.0
        53,     24,       0,      [944   0 390 634],    0.0
        54,     25,       0,  [1056  334  329  462],    0.0
        55,     26,       0,  [1008  155  202  597],    0.0
        56,     26,       0,      [816 479 217 334],    0.0
        57,     26,       0,      [744 567  99 261],    0.0
        58,     26,       0,  [1006  680  153  133],    0.0
        59,     27,       0,  [1776    0  144  723],    0.0
        60,     27,       0,  [1372  832  328  248],    0.0
        61,     27,       0,  [1728    0   66  526],    0.0
        62,     27,       0,  [1344    0  108  219],    0.0
        63,     27,       0,  [1247  800  166  133],    0.0
        64,     27,       0,  [1624  192  112  172],    0.0
        65,     28,       0,      [934 312 381 156],    0.0
        66,     28,       0,  [1299    0  266  201],    0.0
        67,     28,       0,      [488 630 107 450],    0.0
        68,     28,       0,      [585 496 206 177],    0.0
        69,     28,       0,  [1174  176  224  155],    0.0
        70,     28,       0,  [1816  782  104  298],    0.0
        71,     28,       0,      [262 808 239 106],    0.0
        72,     29,       0,      [936 222 434 858],    0.0
        73,     29,       0,  [1320  234  327  399],    0.0
        74,     30,       0,  [1059  336  363  261],    0.0
        75,     30,       0,      [828 568 345 210],    0.0
        76,     30,       0,  [1275  248  516  121],    0.0
        77,     30,       0,      [720 825 183 255],    0.0
        78,     31,       0,  [1024  398  196  464],    0.0
        79,     31,       0,      [944 805 207 275],    0.0
        80,     31,       0,  [1554  248  366  152],    0.0
        81,     31,       0,  [1196  560  230  162],    0.0
