# chip table
# NumData 65
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       2,      [  0 704 459 376],    0.0
         2,      2,       2,      [  0 728 605 352],    0.0
         3,      3,       2,      [  0 647 233 433],    0.0
         4,      3,       2,      [208 852 179 228],    0.0
         5,      4,       2,      [  0 599 207 481],    0.0
         6,      5,       2,      [  0 526 111 554],    0.0
         7,      5,       2,      [ 98 960 337 120],    0.0
         8,      6,       3,      [725 528 698 434],    0.0
         9,      6,       3,      [537 912 729 168],    0.0
        10,      7,       3,  [1265  400  655  380],    0.0
        11,      7,       3,  [1712    0  208  447],    0.0
        12,      7,       3,  [1112  550  235  348],    0.0
        13,      8,       3,  [1217  432  703  411],    0.0
        14,      8,       3,  [1720    0  200  483],    0.0
        15,      9,       3,  [1229  424  691  442],    0.0
        16,      9,       3,  [1720    0  200  479],    0.0
        17,      9,       3,  [1112  550  203  330],    0.0
        18,     10,       3,      [952 432 728 335],    0.0
        19,     10,       3,  [1196  280  476  194],    0.0
        20,     10,       3,      [840 517 203 453],    0.0
        21,     11,       3,      [951 424 581 388],    0.0
        22,     11,       3,      [776 535 248 545],    0.0
        23,     11,       3,  [1252  232  271  240],    0.0
        24,     12,       3,      [864   0 225 983],    0.0
        25,     12,       3,      [577 904 459 176],    0.0
        26,     13,       3,      [888   0 216 851],    0.0
        27,     13,       3,  [1080  247  165  388],    0.0
        28,     14,       3,      [837 496 447 373],    0.0
        29,     14,       3,  [1120  174  221  338],    0.0
        30,     15,       3,      [930 568 653 283],    0.0
        31,     15,       3,  [1018  496  479  107],    0.0
        32,     16,       4,  [1184  463  272  617],    0.0
        33,     16,       4,  [1112  296  191  238],    0.0
        34,     16,       4,  [1424  570  110  389],    0.0
        35,     17,       4,  [1200  419  256  661],    0.0
        36,     17,       4,  [1160  214   72  686],    0.0
        37,     17,       4,  [1432  550  121  401],    0.0
        38,     18,       4,  [1232  319  245  761],    0.0
        39,     18,       4,  [1448  385   94  587],    0.0
        40,     19,       4,      [588 408 815 187],    0.0
        41,     19,       4,      [784 572 204 326],    0.0
        42,     19,       4,  [1312  275   91  590],    0.0
        43,     20,       4,      [592 460 355 417],    0.0
        44,     20,       4,      [904 308 284 376],    0.0
        45,     20,       4,      [368 520 268 169],    0.0
        46,     21,       4,      [398 425 388 388],    0.0
        47,     21,       4,      [744 485 101 372],    0.0
        48,     22,       5,      [868 585 260 260],    0.0
        49,     22,       5,      [792 657 108 155],    0.0
        50,     23,       5,      [416 548  45  60],    0.0
        51,     23,       5,      [869   0 146  27],    0.0
        52,     24,       5,      [480 614 238 292],    0.0
        53,     24,       5,      [381 655 129 129],    0.0
        54,     25,       5,      [597 704 514 186],    0.0
        55,     25,       5,      [382 680 576  43],    0.0
        56,     26,       5,  [1506  891  186  186],    0.0
        57,     26,       5,      [582 688 241  44],    0.0
        58,     26,       5,  [1562  840  102   74],    0.0
        59,     26,       5,      [476 730  77  77],    0.0
        60,     26,       5,  [1672  949   45  131],    0.0
        61,     27,       6,      [880 632 261 448],    0.0
        62,     28,       6,      [880 633 259 447],    0.0
        63,     29,       6,      [468 728 720 352],    0.0
        64,     30,       6,      [301 736 842 243],    0.0
        65,     30,       6,      [607 952 814 128],    0.0
