# image table
# NumData 31
#   gid,                                               gname,    aif
      1,   02__Station19__Camera2__2012-6-21__1-34-52(3).JPG,  False
      2,   02__Station19__Camera2__2012-6-21__1-34-54(4).JPG,  False
      3,   02__Station22__Camera1__2012-5-13__6-14-18(8).JPG,  False
      4,   02__Station22__Camera1__2012-5-13__6-14-32(3).JPG,  False
      5,    02__Station22__Camera1__2012-5-13__6-14-4(5).JPG,  False
      6,   02__Station22__Camera1__2012-5-13__6-14-46(6).JPG,  False
      7,     02__Station22__Camera1__2012-5-4__2-4-16(7).JPG,  False
      8,     02__Station22__Camera1__2012-5-4__2-4-30(0).JPG,  False
      9,     02__Station22__Camera1__2012-5-4__2-4-48(9).JPG,  False
     10,      02__Station22__Camera1__2012-5-4__2-5-2(2).JPG,  False
     11,   02__Station24__Camera1__2012-8-14__4-19-42(2).JPG,  False
     12,  02__Station24__Camera1__2012-9-14__16-57-36(9).JPG,  False
     13,  02__Station24__Camera1__2012-9-14__16-57-38(0).JPG,  False
     14,  02__Station24__Camera1__2012-9-14__16-57-38(1).JPG,  False
     15,   02__Station24__Camera1__2012-9-14__16-57-4(6).JPG,  False
     16,   02__Station24__Camera1__2012-9-14__16-57-4(7).JPG,  False
     17,   02__Station24__Camera1__2012-9-14__16-58-4(3).JPG,  False
     18,   02__Station24__Camera1__2012-9-14__16-58-4(4).JPG,  False
     19,  02__Station24__Camera1__2012-9-14__16-58-40(4).JPG,  False
     20,  02__Station24__Camera1__2012-9-14__16-58-40(5).JPG,  False
     21,  02__Station24__Camera1__2012-9-14__16-58-40(6).JPG,  False
     22,  02__Station24__Camera1__2012-9-14__16-59-14(0).JPG,  False
     23,    02__Station24__Camera1__2012-9-14__17-2-6(8).JPG,  False
     24,    02__Station24__Camera1__2012-9-14__17-2-6(9).JPG,  False
     25,   02__Station24__Camera1__2012-9-14__17-5-34(7).JPG,  False
     26,   02__Station24__Camera1__2012-9-14__17-5-34(8).JPG,  False
     27,    02__Station24__Camera1__2012-9-14__17-8-0(8).JPG,  False
     28,    02__Station24__Camera1__2012-9-14__17-8-0(9).JPG,  False
     29,   02__Station24__Camera1__2012-9-14__17-8-10(2).JPG,  False
     30,   02__Station24__Camera1__2012-9-14__17-8-10(3).JPG,  False
     31,   02__Station24__Camera1__2012-9-14__17-8-10(4).JPG,  False
