# image table
# NumData 30
#   gid,                                               gname,    aif
      1,   01__Station05__Camera1__2012-6-19__1-55-48(3).JPG,  False
      2,   01__Station05__Camera1__2012-6-19__1-55-48(4).JPG,  False
      3,   01__Station05__Camera1__2012-6-19__1-56-34(2).JPG,  False
      4,    01__Station05__Camera1__2012-6-19__1-57-0(7).JPG,  False
      5,  01__Station05__Camera1__2012-7-26__13-25-18(9).JPG,  False
      6,  01__Station05__Camera1__2012-7-26__13-25-52(7).JPG,  False
      7,  01__Station05__Camera1__2012-7-26__13-25-52(8).JPG,  False
      8,  01__Station05__Camera1__2012-7-26__13-26-14(3).JPG,  False
      9,  01__Station05__Camera1__2012-9-10__11-47-52(6).JPG,  False
     10,  01__Station05__Camera1__2012-9-10__11-47-58(2).JPG,  False
     11,  01__Station05__Camera1__2012-9-10__11-48-14(2).JPG,  False
     12,  01__Station05__Camera1__2012-9-10__11-48-14(4).JPG,  False
     13,   02__Station06__Camera1__2012-7-10__3-22-34(4).JPG,  False
     14,   02__Station06__Camera1__2012-7-10__3-22-50(7).JPG,  False
     15,   02__Station06__Camera1__2012-7-10__3-22-54(2).JPG,  False
     16,   02__Station06__Camera1__2012-7-10__3-23-20(3).JPG,  False
     17,   02__Station06__Camera1__2012-8-18__8-30-44(7).JPG,  False
     18,    02__Station10__Camera1__2012-9-9__4-54-34(8).JPG,  False
     19,  02__Station12__Camera2__2012-6-14__11-53-34(4).JPG,  False
     20,  02__Station12__Camera2__2012-6-14__11-53-38(9).JPG,  False
     21,  02__Station12__Camera2__2012-6-14__11-53-46(7).JPG,  False
     22,  02__Station12__Camera2__2012-6-14__11-53-58(9).JPG,  False
     23,   02__Station12__Camera2__2012-6-14__11-54-2(3).JPG,  False
     24,   02__Station13__Camera1__2012-7-18__6-46-58(4).JPG,  False
     25,   02__Station13__Camera1__2012-7-18__6-47-44(0).JPG,  False
     26,   02__Station13__Camera1__2012-7-18__6-47-46(2).JPG,  False
     27,    02__Station13__Camera1__2012-7-18__6-47-6(5).JPG,  False
     28,  02__Station13__Camera1__2012-8-16__23-48-36(3).JPG,  False
     29,   02__Station13__Camera1__2012-8-6__12-16-34(0).JPG,  False
     30,   02__Station13__Camera1__2012-8-6__12-17-26(7).JPG,  False
