# image table
# NumData 30
#   gid,                                               gname,    aif
      1,   01__Station05__Camera1__2012-6-19__1-56-58(4).JPG,  False
      2,  02__Station13__Camera1__2012-8-22__20-26-10(1).JPG,  False
      3,  02__Station13__Camera1__2012-8-22__20-26-14(9).JPG,  False
      4,  02__Station13__Camera1__2012-8-22__20-26-16(0).JPG,  False
      5,   02__Station13__Camera1__2012-8-22__20-26-2(0).JPG,  False
      6,   02__Station13__Camera1__2012-9-13__2-21-22(3).JPG,  False
      7,   02__Station13__Camera1__2012-9-13__2-21-26(8).JPG,  False
      8,  02__Station14__Camera1__2012-7-24__21-55-20(3).JPG,  False
      9,  02__Station14__Camera1__2012-7-24__21-55-24(9).JPG,  False
     10,  02__Station14__Camera1__2012-7-24__21-55-32(5).JPG,  False
     11,  02__Station14__Camera1__2012-7-24__21-55-34(9).JPG,  False
     12,  02__Station14__Camera1__2012-7-24__21-55-42(9).JPG,  False
     13,   02__Station14__Camera1__2012-8-8__18-14-42(7).JPG,  False
     14,   02__Station18__Camera1__2012-7-29__4-49-38(8).JPG,  False
     15,     02__Station22__Camera1__2012-5-4__2-4-30(0).JPG,  False
     16,   02__Station24__Camera1__2012-8-28__1-55-52(6).JPG,  False
     17,  02__Station24__Camera1__2012-9-14__16-57-40(2).JPG,  False
     18,  02__Station24__Camera1__2012-9-14__16-57-50(3).JPG,  False
     19,  02__Station24__Camera1__2012-9-14__16-58-34(6).JPG,  False
     20,   02__Station24__Camera1__2012-9-14__16-58-4(3).JPG,  False
     21,   02__Station24__Camera1__2012-9-14__17-8-12(5).JPG,  False
     22,   02__Station24__Camera1__2012-9-14__17-8-54(3).JPG,  False
     23,  02__Station26__Camera1__2012-8-19__16-13-56(7).JPG,  False
     24,   02__Station26__Camera1__2012-8-19__16-14-4(4).JPG,  False
     25,   02__Station26__Camera1__2012-9-22__1-27-14(5).JPG,  False
     26,  02__Station26__Camera2__2012-8-19__16-12-46(7).JPG,  False
     27,    02__Station32__Camera1__2012-7-14__4-48-6(1).JPG,  False
     28,    02__Station32__Camera1__2012-7-14__4-48-8(3).JPG,  False
     29,    02__Station32__Camera1__2012-8-10__21-8-0(3).JPG,  False
     30,   02__Station32__Camera1__2012-8-10__21-8-12(3).JPG,  False
