# chip table
# NumData 126
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       2,      [888 625 407 414],    0.0
         2,      1,       2,  [1248  746  184  301],    0.0
         3,      2,       3,      [722 416 729 306],    0.0
         4,      2,       3,      [528 557 252 406],    0.0
         5,      2,       3,  [1239  248  284  206],    0.0
         6,      3,       3,      [704 283 230 688],    0.0
         7,      3,       3,      [840   0 257 369],    0.0
         8,      3,       3,      [912 323  91 483],    0.0
         9,      4,       3,  [1024  379  458  509],    0.0
        10,      4,       3,  [1128    0  237  443],    0.0
        11,      4,       3,      [630 512 451 220],    0.0
        12,      5,       3,      [680 328 328 487],    0.0
        13,      5,       3,      [832   0 268 389],    0.0
        14,      5,       3,      [578 760 365 133],    0.0
        15,      6,       2,  [1072  551  225  587],    0.0
        16,      6,       2,  [1272  874  245  436],    0.0
        17,      7,       3,      [680 424 917 289],    0.0
        18,      7,       3,  [1360  677  274  403],    0.0
        19,      7,       3,      [544 507 251 351],    0.0
        20,      8,       3,      [706 416 808 307],    0.0
        21,      8,       3,  [1136  216  435  238],    0.0
        22,      8,       3,      [552 505 255 316],    0.0
        23,      9,       2,  [1064  529  249  499],    0.0
        24,      9,       2,      [  0 696 519 155],    0.0
        25,      9,       2,  [1443 1168  229  151],    0.0
        26,      9,       2,      [928 522 167 191],    0.0
        27,     10,       2,  [1264  310  381  770],    0.0
        28,     10,       2,      [448 544 864 131],    0.0
        29,     11,       3,      [685 424 934 279],    0.0
        30,     11,       3,  [1312  669  297  411],    0.0
        31,     11,       3,  [1098  208  463  251],    0.0
        32,     12,       3,      [680 424 880 282],    0.0
        33,     12,       3,  [1272  671  364  409],    0.0
        34,     12,       3,  [1093  240  467  219],    0.0
        35,     13,       2,      [880 616 262 432],    0.0
        36,     13,       2,  [1144  891  211  214],    0.0
        37,     13,       2,  [1336  994  147  181],    0.0
        38,     14,       3,      [573 456 696 367],    0.0
        39,     14,       3,  [1008    0  278  475],    0.0
        40,     15,       2,      [896 607 379 449],    0.0
        41,     15,       2,  [1232  811  152  280],    0.0
