# image table
# NumData 30
#   gid,                                               gname,    aif
      1,   01__Station14__Camera1__2012-8-30__16-8-20(9).JPG,  False
      2,   01__Station14__Camera1__2012-8-30__16-8-28(1).JPG,  False
      3,   01__Station14__Camera1__2012-8-30__16-8-28(2).JPG,  False
      4,   01__Station14__Camera1__2012-8-30__16-8-28(3).JPG,  False
      5,   01__Station14__Camera1__2012-8-30__16-8-30(4).JPG,  False
      6,   02__Station04__Camera1__2012-7-5__12-17-40(8).JPG,  False
      7,   02__Station04__Camera1__2012-7-5__12-17-40(9).JPG,  False
      8,   02__Station04__Camera1__2012-7-5__12-17-42(0).JPG,  False
      9,   02__Station04__Camera1__2012-7-5__12-17-46(1).JPG,  False
     10,   02__Station04__Camera1__2012-7-5__12-17-46(2).JPG,  False
     11,    02__Station06__Camera1__2012-8-18__8-30-8(3).JPG,  False
     12,    02__Station06__Camera1__2012-8-18__8-30-8(4).JPG,  False
     13,   02__Station07__Camera1__2012-8-24__1-52-36(1).JPG,  False
     14,   02__Station07__Camera1__2012-8-24__1-52-36(2).JPG,  False
     15,   02__Station07__Camera1__2012-8-24__1-52-38(3).JPG,  False
     16,  02__Station09__Camera2__2012-9-16__18-51-14(5).JPG,  False
     17,  02__Station09__Camera2__2012-9-16__18-51-14(6).JPG,  False
     18,  02__Station09__Camera2__2012-9-16__18-51-16(7).JPG,  False
     19,  02__Station09__Camera2__2012-9-16__18-51-18(8).JPG,  False
     20,  02__Station09__Camera2__2012-9-16__18-51-18(9).JPG,  False
     21,    02__Station10__Camera1__2012-9-9__4-54-56(1).JPG,  False
     22,    02__Station10__Camera1__2012-9-9__4-54-56(2).JPG,  False
     23,    02__Station10__Camera1__2012-9-9__4-55-40(3).JPG,  False
     24,    02__Station10__Camera1__2012-9-9__4-55-40(4).JPG,  False
     25,    02__Station10__Camera1__2012-9-9__4-55-42(5).JPG,  False
     26,    02__Station10__Camera1__2012-9-9__4-56-40(6).JPG,  False
     27,    02__Station10__Camera1__2012-9-9__4-56-42(7).JPG,  False
     28,    02__Station10__Camera1__2012-9-9__4-56-42(8).JPG,  False
     29,   02__Station12__Camera2__2012-5-30__0-40-34(4).JPG,  False
     30,   02__Station12__Camera2__2012-5-4__22-21-48(8).JPG,  False
