# chip table
# NumData 65
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       2,      [  0 600 349 266],    0.0
         2,      1,       2,  [1048  849  184  231],    0.0
         3,      1,       2,      [306 575 154 154],    0.0
         4,      2,       2,      [  0 658 256 280],    0.0
         5,      2,       2,      [865 968 529 112],    0.0
         6,      2,       2,  [1219  880  198  102],    0.0
         7,      3,       3,      [677 896 704 184],    0.0
         8,      3,       3,      [935 808 526 111],    0.0
         9,      3,       3,      [264 505 154 369],    0.0
        10,      4,       3,      [572 624 353 293],    0.0
        11,      4,       3,      [745 888 383 192],    0.0
        12,      5,       3,      [568 341 220 358],    0.0
        13,      5,       3,      [440 371 154 154],    0.0
        14,      6,       4,      [416 581 328 499],    0.0
        15,      7,       4,  [1147  648  269  196],    0.0
        16,      7,       4,  [1058  726  123  123],    0.0
        17,      8,       4,  [1005  712  294  158],    0.0
        18,      8,       4,      [960 523 133 209],    0.0
        19,      9,       4,      [765 560 427 242],    0.0
        20,     10,       4,  [1249  584  245  209],    0.0
        21,     10,       4,  [1464  504  117  202],    0.0
        22,     11,       3,      [597 632 776 259],    0.0
        23,     11,       3,  [1317  276  408  408],    0.0
        24,     12,       3,      [762   0 875 310],    0.0
        25,     13,       3,  [1241    0  807  779],    0.0
        26,     13,       3,  [1432  682  346  701],    0.0
        27,     14,       5,  [1024  306  394  408],    0.0
        28,     14,       5,      [888 444 185 373],    0.0
        29,     14,       5,  [1104  126  222  231],    0.0
        30,     15,       5,  [1136  336  335  215],    0.0
        31,     15,       5,  [1052  528  258   90],    0.0
        32,     16,       5,      [839 420 417 417],    0.0
        33,     16,       5,      [712 547 179 290],    0.0
        34,     17,       5,      [760 447 318 527],    0.0
        35,     18,       5,      [730 416 492 312],    0.0
        36,     18,       5,      [893 328 366 127],    0.0
        37,     19,       5,      [672 498 389 411],    0.0
        38,     19,       5,      [816 858 194 222],    0.0
        39,     20,       5,  [1047  424  519  400],    0.0
        40,     20,       5,      [928 482 184 252],    0.0
        41,     21,       3,      [  0 425 182 334],    0.0
        42,     21,       3,      [920 721 153 226],    0.0
        43,     21,       3,      [688 886 139 194],    0.0
        44,     21,       3,      [160 513  80 202],    0.0
        45,     21,       3,      [813 848 126  99],    0.0
        46,     22,       3,      [  0 433 157 348],    0.0
        47,     22,       3,  [1272  936  237  144],    0.0
        48,     22,       3,      [843 872 445  63],    0.0
        49,     22,       3,  [1480 1008  204   72],    0.0
        50,     23,       6,  [1191  440  532  393],    0.0
        51,     23,       6,  [1720    0  200  699],    0.0
        52,     23,       6,  [1112  542  145  346],    0.0
        53,     24,       6,      [859 528 424 345],    0.0
        54,     24,       6,  [1112  189  177  372],    0.0
        55,     24,       6,      [505 944 347 136],    0.0
        56,     25,       5,      [632 382 194 249],    0.0
        57,     26,       7,      [296 696 408 235],    0.0
        58,     26,       7,      [388 648 294  77],    0.0
        59,     27,       8,      [670 776 600 304],    0.0
        60,     27,       8,      [547 624 424 190],    0.0
        61,     28,       8,      [640 784 628 296],    0.0
        62,     28,       8,      [587 640 442 181],    0.0
        63,     29,       3,      [664 588 434 463],    0.0
        64,     30,       3,  [1072  335  255  472],    0.0
        65,     30,       3,  [1296  346  143  267],    0.0
