Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,01__Station05__Camera1__2012-6-19__1-56-58(6).JPG,01,Station05,Camera1,2012-6-19,1-56-58
Cat_1,01__Station05__Camera1__2012-6-19__1-56-6(6).JPG,01,Station05,Camera1,2012-6-19,1-56-6
Cat_1,01__Station05__Camera1__2012-6-19__1-56-6(7).JPG,01,Station05,Camera1,2012-6-19,1-56-6
Cat_1,01__Station05__Camera1__2012-6-19__1-56-6(8).JPG,01,Station05,Camera1,2012-6-19,1-56-6
Cat_1,01__Station05__Camera1__2012-6-19__1-56-8(0).JPG,01,Station05,Camera1,2012-6-19,1-56-8
Cat_1,01__Station05__Camera1__2012-6-19__1-56-8(9).JPG,01,Station05,Camera1,2012-6-19,1-56-8
Cat_1,01__Station05__Camera1__2012-6-19__1-57-24(9).JPG,01,Station05,Camera1,2012-6-19,1-57-24
Cat_1,01__Station05__Camera1__2012-6-19__1-57-30(1).JPG,01,Station05,Camera1,2012-6-19,1-57-30
Cat_1,01__Station05__Camera1__2012-6-19__1-57-30(2).JPG,01,Station05,Camera1,2012-6-19,1-57-30
Cat_1,01__Station05__Camera1__2012-6-19__1-57-30(3).JPG,01,Station05,Camera1,2012-6-19,1-57-30
Cat_2,01__Station05__Camera1__2012-7-16__15-14-30(4).JPG,01,Station05,Camera1,2012-7-16,15-14-30
Cat_2,01__Station05__Camera1__2012-7-16__15-14-32(5).JPG,01,Station05,Camera1,2012-7-16,15-14-32
Cat_2,01__Station05__Camera1__2012-7-16__15-14-32(6).JPG,01,Station05,Camera1,2012-7-16,15-14-32
Cat_2,01__Station05__Camera1__2012-7-16__15-14-32(7).JPG,01,Station05,Camera1,2012-7-16,15-14-32
Cat_3,01__Station14__Camera1__2012-8-30__16-8-12(6).JPG,01,Station14,Camera1,2012-8-30,16-8-12
Cat_3,01__Station14__Camera1__2012-8-30__16-8-12(7).JPG,01,Station14,Camera1,2012-8-30,16-8-12
Cat_3,01__Station14__Camera1__2012-8-30__16-8-12(8).JPG,01,Station14,Camera1,2012-8-30,16-8-12
Cat_4,02__Station06__Camera1__2012-7-10__3-22-58(9).JPG,02,Station06,Camera1,2012-7-10,3-22-58
Cat_4,02__Station06__Camera1__2012-7-10__3-22-8(2).JPG,02,Station06,Camera1,2012-7-10,3-22-8
Cat_4,02__Station06__Camera1__2012-7-10__3-23-10(0).JPG,02,Station06,Camera1,2012-7-10,3-23-10
Cat_4,02__Station06__Camera1__2012-7-10__3-23-12(1).JPG,02,Station06,Camera1,2012-7-10,3-23-12
Cat_4,02__Station06__Camera1__2012-7-10__3-23-12(2).JPG,02,Station06,Camera1,2012-7-10,3-23-12
Cat_4,02__Station06__Camera1__2012-7-10__3-23-14(3).JPG,02,Station06,Camera1,2012-7-10,3-23-14
Cat_4,02__Station06__Camera1__2012-7-10__3-23-14(4).JPG,02,Station06,Camera1,2012-7-10,3-23-14
Cat_5,02__Station09__Camera2__2012-9-16__18-51-12(3).JPG,02,Station09,Camera2,2012-9-16,18-51-12
Cat_5,02__Station09__Camera2__2012-9-16__18-51-22(2).JPG,02,Station09,Camera2,2012-9-16,18-51-22
Cat_5,02__Station12__Camera2__2012-5-4__22-22-16(7).JPG,02,Station12,Camera2,2012-5-4,22-22-16
Cat_5,02__Station12__Camera2__2012-5-4__22-22-18(8).JPG,02,Station12,Camera2,2012-5-4,22-22-18
Cat_5,02__Station12__Camera2__2012-5-4__22-22-18(9).JPG,02,Station12,Camera2,2012-5-4,22-22-18
Cat_5,02__Station12__Camera2__2012-5-4__22-22-2(2).JPG,02,Station12,Camera2,2012-5-4,22-22-2
