# image table
# NumData 30
#   gid,                                               gname,    aif
      1,  02__Station14__Camera1__2012-7-24__21-55-42(9).JPG,  False
      2,  02__Station14__Camera1__2012-7-24__21-55-44(1).JPG,  False
      3,   02__Station14__Camera1__2012-8-8__18-14-42(6).JPG,  False
      4,   02__Station18__Camera1__2012-7-29__4-49-38(7).JPG,  False
      5,     02__Station22__Camera1__2012-5-4__2-6-22(2).JPG,  False
      6,   02__Station24__Camera1__2012-9-14__16-57-2(3).JPG,  False
      7,  02__Station24__Camera1__2012-9-14__16-57-24(3).JPG,  False
      8,  02__Station24__Camera1__2012-9-14__16-57-24(4).JPG,  False
      9,  02__Station24__Camera1__2012-9-14__16-57-50(4).JPG,  False
     10,  02__Station24__Camera1__2012-9-14__16-57-52(5).JPG,  False
     11,  02__Station24__Camera1__2012-9-14__16-57-52(6).JPG,  False
     12,     02__Station26__Camera2__2012-8-7__9-3-24(5).JPG,  False
     13,     02__Station26__Camera2__2012-8-7__9-3-26(6).JPG,  False
     14,    02__Station32__Camera1__2012-7-14__4-48-0(9).JPG,  False
     15,   02__Station32__Camera1__2012-7-14__4-48-10(6).JPG,  False
     16,   02__Station32__Camera1__2012-7-14__4-48-10(7).JPG,  False
     17,   02__Station32__Camera1__2012-8-31__5-17-32(2).JPG,  False
     18,   02__Station32__Camera1__2012-8-31__5-17-32(3).JPG,  False
     19,   02__Station32__Camera1__2012-8-31__5-17-34(4).JPG,  False
     20,  02__Station33__Camera1__2012-8-10__22-47-18(1).JPG,  False
     21,  02__Station33__Camera1__2012-8-10__22-47-18(2).JPG,  False
     22,  02__Station33__Camera1__2012-8-10__22-47-20(4).JPG,  False
     23,  02__Station33__Camera1__2012-8-25__16-16-54(5).JPG,  False
     24,  02__Station33__Camera1__2012-8-25__16-16-54(6).JPG,  False
     25,  02__Station33__Camera1__2012-8-25__16-16-56(7).JPG,  False
     26,  02__Station33__Camera1__2012-8-25__16-16-56(8).JPG,  False
     27,  02__Station33__Camera1__2012-8-25__16-16-56(9).JPG,  False
     28,   02__Station33__Camera1__2012-8-25__16-17-4(5).JPG,  False
     29,   02__Station33__Camera1__2012-8-25__16-17-4(6).JPG,  False
     30,   02__Station33__Camera1__2012-8-25__16-17-6(7).JPG,  False
