Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,02__Station13__Camera1__2012-7-18__6-47-0(7).JPG,02,Station13,Camera1,2012-7-18,6-47-0
Cat_1,02__Station13__Camera1__2012-7-18__6-47-42(7).JPG,02,Station13,Camera1,2012-7-18,6-47-42
Cat_2,02__Station13__Camera1__2012-8-6__12-17-42(4).JPG,02,Station13,Camera1,2012-8-6,12-17-42
Cat_2,02__Station13__Camera1__2012-8-6__12-18-12(6).JPG,02,Station13,Camera1,2012-8-6,12-18-12
Cat_3,02__Station10__Camera1__2012-9-9__4-55-42(5).JPG,02,Station10,Camera1,2012-9-9,4-55-42
Cat_3,02__Station10__Camera1__2012-9-9__4-56-40(6).JPG,02,Station10,Camera1,2012-9-9,4-56-40
Cat_3,02__Station12__Camera2__2012-5-4__22-21-52(2).JPG,02,Station12,Camera2,2012-5-4,22-21-52
Cat_3,02__Station12__Camera2__2012-5-4__22-22-54(4).JPG,02,Station12,Camera2,2012-5-4,22-22-54
Cat_3,02__Station13__Camera1__2012-8-16__23-48-40(9).JPG,02,Station13,Camera1,2012-8-16,23-48-40
Cat_3,02__Station13__Camera1__2012-8-6__12-17-42(4).JPG,02,Station13,Camera1,2012-8-6,12-17-42
Cat_3,02__Station13__Camera1__2012-9-13__2-21-22(2).JPG,02,Station13,Camera1,2012-9-13,2-21-22
Cat_3,02__Station13__Camera1__2012-9-13__2-21-30(4).JPG,02,Station13,Camera1,2012-9-13,2-21-30
Cat_3,02__Station13__Camera1__2012-9-13__2-21-52(5).JPG,02,Station13,Camera1,2012-9-13,2-21-52
Cat_3,02__Station14__Camera1__2012-7-24__21-55-30(1).JPG,02,Station14,Camera1,2012-7-24,21-55-30
Cat_3,02__Station14__Camera1__2012-8-8__18-14-40(4).JPG,02,Station14,Camera1,2012-8-8,18-14-40
Cat_3,02__Station19__Camera2__2012-6-21__1-34-50(1).JPG,02,Station19,Camera2,2012-6-21,1-34-50
Cat_3,02__Station22__Camera1__2012-6-25__2-40-36(6).JPG,02,Station22,Camera1,2012-6-25,2-40-36
Cat_3,02__Station24__Camera1__2013-1-7__11-14-30(6).JPG,02,Station24,Camera1,2013-1-7,11-14-30
Cat_3,02__Station24__Camera1__2013-1-7__11-14-30(9).JPG,02,Station24,Camera1,2013-1-7,11-14-30
Cat_4,02__Station24__Camera1__2012-8-28__1-55-54(8).JPG,02,Station24,Camera1,2012-8-28,1-55-54
Cat_5,02__Station24__Camera1__2012-9-14__16-56-48(8).JPG,02,Station24,Camera1,2012-9-14,16-56-48
Cat_5,02__Station24__Camera1__2012-9-14__16-56-58(8).JPG,02,Station24,Camera1,2012-9-14,16-56-58
Cat_5,02__Station24__Camera1__2012-9-14__16-56-58(9).JPG,02,Station24,Camera1,2012-9-14,16-56-58
Cat_5,02__Station24__Camera1__2012-9-14__16-58-40(4).JPG,02,Station24,Camera1,2012-9-14,16-58-40
Cat_5,02__Station24__Camera1__2012-9-14__16-58-48(5).JPG,02,Station24,Camera1,2012-9-14,16-58-48
Cat_5,02__Station24__Camera1__2012-9-14__17-11-46(5).JPG,02,Station24,Camera1,2012-9-14,17-11-46
Cat_5,02__Station24__Camera1__2012-9-14__17-12-34(6).JPG,02,Station24,Camera1,2012-9-14,17-12-34
Cat_5,02__Station24__Camera1__2012-9-14__17-2-0(1).JPG,02,Station24,Camera1,2012-9-14,17-2-0
Cat_5,02__Station24__Camera1__2012-9-14__17-2-14(1).JPG,02,Station24,Camera1,2012-9-14,17-2-14
Cat_5,02__Station24__Camera1__2012-9-14__17-6-38(7).JPG,02,Station24,Camera1,2012-9-14,17-6-38
Cat_5,02__Station24__Camera1__2012-9-14__17-6-40(9).JPG,02,Station24,Camera1,2012-9-14,17-6-40
Cat_5,02__Station24__Camera1__2012-9-14__17-9-30(7).JPG,02,Station24,Camera1,2012-9-14,17-9-30
