# image table
# NumData 30
#   gid,                                               gname,    aif
      1,   01__Station04__Camera2__2012-7-22__1-53-20(0).JPG,  False
      2,   01__Station04__Camera2__2012-7-22__1-53-32(2).JPG,  False
      3,  01__Station04__Camera2__2012-9-17__19-42-18(9).JPG,  False
      4,  01__Station04__Camera2__2012-9-17__19-42-34(5).JPG,  False
      5,   01__Station05__Camera1__2012-6-14__5-38-10(2).JPG,  False
      6,   01__Station05__Camera1__2012-6-14__5-38-14(9).JPG,  False
      7,   01__Station05__Camera1__2012-6-14__5-38-22(1).JPG,  False
      8,   01__Station05__Camera1__2012-6-14__5-38-26(8).JPG,  False
      9,   01__Station05__Camera1__2012-6-14__5-38-30(2).JPG,  False
     10,   01__Station05__Camera1__2012-6-14__5-38-34(6).JPG,  False
     11,   01__Station05__Camera1__2012-6-14__5-39-20(4).JPG,  False
     12,  01__Station05__Camera1__2012-7-16__15-14-30(4).JPG,  False
     13,  01__Station05__Camera1__2012-7-16__15-14-50(2).JPG,  False
     14,  01__Station05__Camera1__2012-7-26__13-24-40(4).JPG,  False
     15,  01__Station05__Camera1__2012-7-26__13-24-44(8).JPG,  False
     16,  01__Station05__Camera1__2012-7-26__13-25-42(3).JPG,  False
     17,  01__Station05__Camera1__2012-7-26__13-25-46(9).JPG,  False
     18,   01__Station05__Camera1__2012-7-26__13-25-6(5).JPG,  False
     19,   02__Station04__Camera1__2012-7-5__12-17-34(1).JPG,  False
     20,   02__Station04__Camera1__2012-7-5__12-17-38(5).JPG,  False
     21,   02__Station37__Camera1__2012-8-5__23-17-46(1).JPG,  False
     22,   02__Station37__Camera1__2012-8-5__23-17-54(9).JPG,  False
     23,   02__Station37__Camera1__2012-8-5__23-17-58(4).JPG,  False
     24,   02__Station37__Camera1__2012-8-5__23-17-58(5).JPG,  False
     25,    02__Station37__Camera1__2012-8-5__23-18-0(6).JPG,  False
     26,    02__Station37__Camera1__2012-8-5__23-18-0(7).JPG,  False
     27,   02__Station37__Camera1__2012-8-5__23-18-12(1).JPG,  False
     28,    02__Station37__Camera1__2012-8-5__23-18-2(8).JPG,  False
     29,    02__Station37__Camera1__2012-8-5__23-18-4(0).JPG,  False
     30,    02__Station37__Camera1__2012-8-5__23-18-4(9).JPG,  False
