# image table
# NumData 33
#   gid,                                               gname,    aif
      1,   01__Station04__Camera2__2012-7-22__1-53-20(0).JPG,  False
      2,   01__Station04__Camera2__2012-7-22__1-53-32(2).JPG,  False
      3,  01__Station04__Camera2__2012-9-17__19-42-18(9).JPG,  False
      4,   01__Station05__Camera1__2012-6-19__1-55-50(7).JPG,  False
      5,   01__Station05__Camera1__2012-6-19__1-55-50(8).JPG,  False
      6,   01__Station05__Camera1__2012-6-19__1-55-52(0).JPG,  False
      7,   01__Station05__Camera1__2012-6-19__1-55-52(9).JPG,  False
      8,   01__Station05__Camera1__2012-6-19__1-56-34(1).JPG,  False
      9,   01__Station05__Camera1__2012-6-19__1-56-34(2).JPG,  False
     10,   01__Station05__Camera1__2012-6-19__1-56-36(3).JPG,  False
     11,   01__Station05__Camera1__2012-6-19__1-56-36(4).JPG,  False
     12,   01__Station05__Camera1__2012-6-19__1-56-36(5).JPG,  False
     13,   01__Station05__Camera1__2012-6-19__1-56-38(6).JPG,  False
     14,   01__Station05__Camera1__2012-6-19__1-56-38(7).JPG,  False
     15,   01__Station05__Camera1__2012-6-19__1-57-16(8).JPG,  False
     16,   01__Station05__Camera1__2012-6-19__1-57-16(9).JPG,  False
     17,   01__Station05__Camera1__2012-6-19__1-57-18(0).JPG,  False
     18,   01__Station05__Camera1__2012-6-19__1-57-18(1).JPG,  False
     19,    01__Station05__Camera1__2012-6-19__1-57-2(0).JPG,  False
     20,   01__Station05__Camera1__2012-6-19__1-57-20(2).JPG,  False
     21,  01__Station05__Camera1__2012-7-16__15-14-48(1).JPG,  False
     22,  01__Station05__Camera1__2012-7-16__15-14-50(2).JPG,  False
     23,  01__Station05__Camera1__2012-7-16__15-14-50(3).JPG,  False
     24,   01__Station05__Camera1__2012-9-10__11-48-2(9).JPG,  False
     25,  01__Station05__Camera1__2012-9-10__11-48-22(1).JPG,  False
     26,  01__Station05__Camera1__2012-9-10__11-48-26(2).JPG,  False
     27,  01__Station05__Camera1__2012-9-10__11-48-28(3).JPG,  False
     28,  01__Station05__Camera1__2012-9-10__11-48-28(4).JPG,  False
     29,   02__Station13__Camera1__2012-8-22__20-26-0(9).JPG,  False
     30,  02__Station13__Camera1__2012-8-22__20-26-10(0).JPG,  False
     31,  02__Station13__Camera1__2012-8-22__20-26-10(1).JPG,  False
     32,  02__Station13__Camera1__2012-8-22__20-26-10(2).JPG,  False
     33,  02__Station13__Camera1__2012-8-22__20-26-12(3).JPG,  False
