Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,02__Station10__Camera1__2012-9-9__4-54-54(0).JPG,02,Station10,Camera1,2012-9-9,4-54-54
Cat_1,02__Station10__Camera1__2012-9-9__4-54-56(1).JPG,02,Station10,Camera1,2012-9-9,4-54-56
Cat_1,02__Station10__Camera1__2012-9-9__4-54-56(2).JPG,02,Station10,Camera1,2012-9-9,4-54-56
Cat_1,02__Station12__Camera2__2012-5-4__22-22-36(6).JPG,02,Station12,Camera2,2012-5-4,22-22-36
Cat_1,02__Station12__Camera2__2012-5-4__22-22-36(7).JPG,02,Station12,Camera2,2012-5-4,22-22-36
Cat_1,02__Station12__Camera2__2012-5-4__22-22-36(8).JPG,02,Station12,Camera2,2012-5-4,22-22-36
Cat_1,02__Station12__Camera2__2012-5-4__22-22-38(9).JPG,02,Station12,Camera2,2012-5-4,22-22-38
Cat_1,02__Station12__Camera2__2012-5-4__22-22-40(0).JPG,02,Station12,Camera2,2012-5-4,22-22-40
Cat_1,02__Station12__Camera2__2012-5-4__22-22-50(0).JPG,02,Station12,Camera2,2012-5-4,22-22-50
Cat_1,02__Station12__Camera2__2012-5-4__22-22-50(1).JPG,02,Station12,Camera2,2012-5-4,22-22-50
Cat_1,02__Station12__Camera2__2012-5-4__22-22-52(2).JPG,02,Station12,Camera2,2012-5-4,22-22-52
Cat_1,02__Station12__Camera2__2012-5-4__22-23-2(3).JPG,02,Station12,Camera2,2012-5-4,22-23-2
Cat_1,02__Station12__Camera2__2012-5-4__22-23-2(4).JPG,02,Station12,Camera2,2012-5-4,22-23-2
Cat_1,02__Station12__Camera2__2012-5-4__22-23-4(5).JPG,02,Station12,Camera2,2012-5-4,22-23-4
Cat_1,02__Station12__Camera2__2012-5-4__22-23-6(6).JPG,02,Station12,Camera2,2012-5-4,22-23-6
Cat_1,02__Station12__Camera2__2012-5-4__22-23-6(7).JPG,02,Station12,Camera2,2012-5-4,22-23-6
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(0).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(1).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(2).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(3).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(4).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(5).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(6).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(7).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(8).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station13__Camera1__2018-1-31__8-23-50(9).JPG,02,Station13,Camera1,2018-1-31,8-23-50
Cat_1,02__Station22__Camera1__2012-5-4__2-4-30(0).JPG,02,Station22,Camera1,2012-5-4,2-4-30
Cat_1,02__Station22__Camera1__2012-5-4__2-4-48(9).JPG,02,Station22,Camera1,2012-5-4,2-4-48
