Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,02__Station13__Camera1__2012-9-13__2-21-38(7).JPG,02,Station13,Camera1,2012-9-13,2-21-38
Cat_2,02__Station16__Camera1__2012-7-26__7-13-0(3).JPG,02,Station16,Camera1,2012-7-26,7-13-0
Cat_2,02__Station16__Camera1__2012-7-26__7-13-16(9).JPG,02,Station16,Camera1,2012-7-26,7-13-16
Cat_3,02__Station18__Camera1__2012-7-29__4-49-36(4).JPG,02,Station18,Camera1,2012-7-29,4-49-36
Cat_4,02__Station33__Camera1__2012-9-2__5-57-32(0).JPG,02,Station33,Camera1,2012-9-2,5-57-32
Cat_4,02__Station33__Camera1__2012-9-2__5-57-34(4).JPG,02,Station33,Camera1,2012-9-2,5-57-34
Cat_4,02__Station33__Camera1__2012-9-2__5-57-42(1).JPG,02,Station33,Camera1,2012-9-2,5-57-42
Cat_4,02__Station33__Camera1__2012-9-2__5-57-44(6).JPG,02,Station33,Camera1,2012-9-2,5-57-44
Cat_4,02__Station33__Camera1__2012-9-2__5-57-50(4).JPG,02,Station33,Camera1,2012-9-2,5-57-50
Cat_4,02__Station33__Camera1__2012-9-2__5-58-16(2).JPG,02,Station33,Camera1,2012-9-2,5-58-16
Cat_5,02__Station13__Camera1__2012-8-22__20-26-14(7).JPG,02,Station13,Camera1,2012-8-22,20-26-14
Cat_5,02__Station18__Camera1__2012-8-4__16-23-12(8).JPG,02,Station18,Camera1,2012-8-4,16-23-12
Cat_5,02__Station18__Camera1__2012-8-4__16-23-22(2).JPG,02,Station18,Camera1,2012-8-4,16-23-22
Cat_5,02__Station26__Camera2__2012-8-7__9-3-20(1).JPG,02,Station26,Camera2,2012-8-7,9-3-20
Cat_5,02__Station26__Camera2__2012-9-22__1-26-38(8).JPG,02,Station26,Camera2,2012-9-22,1-26-38
Cat_5,02__Station26__Camera2__2012-9-22__1-26-52(2).JPG,02,Station26,Camera2,2012-9-22,1-26-52
Cat_5,02__Station31__Camera1__2012-9-16__4-6-58(8).JPG,02,Station31,Camera1,2012-9-16,4-6-58
Cat_5,02__Station31__Camera2__2012-9-16__4-7-26(6).JPG,02,Station31,Camera2,2012-9-16,4-7-26
Cat_5,02__Station31__Camera2__2012-9-16__4-7-40(0).JPG,02,Station31,Camera2,2012-9-16,4-7-40
Cat_5,02__Station32__Camera1__2012-7-14__4-47-54(2).JPG,02,Station32,Camera1,2012-7-14,4-47-54
Cat_5,02__Station32__Camera1__2012-7-14__4-47-58(6).JPG,02,Station32,Camera1,2012-7-14,4-47-58
Cat_5,02__Station32__Camera1__2012-7-14__4-48-18(3).JPG,02,Station32,Camera1,2012-7-14,4-48-18
Cat_5,02__Station32__Camera1__2012-7-14__4-48-8(4).JPG,02,Station32,Camera1,2012-7-14,4-48-8
Cat_5,02__Station32__Camera1__2012-7-14__4-49-54(1).JPG,02,Station32,Camera1,2012-7-14,4-49-54
Cat_5,02__Station32__Camera1__2012-8-31__5-17-18(7).JPG,02,Station32,Camera1,2012-8-31,5-17-18
Cat_5,02__Station35__Camera1__2012-8-11__3-54-40(5).JPG,02,Station35,Camera1,2012-8-11,3-54-40
Cat_5,02__Station35__Camera1__2012-8-11__3-54-42(8).JPG,02,Station35,Camera1,2012-8-11,3-54-42
Cat_5,02__Station35__Camera1__2012-9-1__4-24-16(1).JPG,02,Station35,Camera1,2012-9-1,4-24-16
Cat_5,02__Station35__Camera1__2012-9-1__4-24-58(1).JPG,02,Station35,Camera1,2012-9-1,4-24-58
Cat_6,02__Station35__Camera1__2012-8-11__3-54-40(5).JPG,02,Station35,Camera1,2012-8-11,3-54-40
Cat_6,02__Station35__Camera1__2012-8-11__3-54-42(8).JPG,02,Station35,Camera1,2012-8-11,3-54-42
Cat_6,02__Station37__Camera1__2012-8-5__23-17-58(3).JPG,02,Station37,Camera1,2012-8-5,23-17-58
