# chip table
# NumData 27
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       0,  [1128  706  286  551],    0.0
         2,      1,       0,  [1072  324  232  255],    0.0
         3,      1,       0,      [944 715 220 246],    0.0
         4,      2,       0,  [1002  616  379  370],    0.0
         5,      2,       0,      [944 332 105 571],    0.0
         6,      3,       0,      [956 720 394 358],    0.0
         7,      3,       0,  [1072  308  139  457],    0.0
         8,      4,       0,      [936 553 234 467],    0.0
         9,      4,       0,      [618 472 347 249],    0.0
        10,      4,       0,  [1141  848  278  129],    0.0
        11,      4,       0,      [441 464 220 151],    0.0
        12,      5,       0,      [683 576 541 226],    0.0
        13,      5,       0,  [1160  618  137  546],    0.0
        14,      5,       0,  [1176 1096  486   83],    0.0
        15,      5,       0,      [688 439  63 492],    0.0
        16,      5,       0,  [1096  774   81  337],    0.0
        17,      6,       0,      [952 640 335 418],    0.0
        18,      6,       0,      [754 496 331 182],    0.0
        19,      6,       0,  [ 962 1008  447   58],    0.0
        20,      7,       0,      [993 672 415 381],    0.0
        21,      7,       0,      [848 560 350 160],    0.0
        22,      7,       0,  [1360  708   84  474],    0.0
        23,      8,       0,      [814 728 597 435],    0.0
        24,      8,       0,      [551 696 815  86],    0.0
        25,      9,       0,      [827 568 521 305],    0.0
        26,      9,       0,  [1144  835  219  219],    0.0
        27,      9,       0,      [671 568 221 161],    0.0
