"Cat","HotSpotterCatName","winningLabel","CorrectIdentification","New Name"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-54(1).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-56(2).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-56(3).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-58(4).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-58(5).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-6(5).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-6(6).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-8(7).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-8(8).JPG"
"Cat1","cat_1","cat_2","0","02__Station32__Camera1__2012-7-14__4-49-8(9).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-14(4).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-16(5).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-16(6).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-18(7).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-18(8).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-20(0).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-20(9).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-22(1).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-22(2).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-24(3).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-24(4).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-24(5).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-8-31__5-17-26(6).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-9-16__0-48-26(3).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-9-16__0-48-28(4).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-9-16__0-48-30(7).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-9-16__0-48-30(8).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-9-16__0-48-32(0).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-9-16__0-48-32(9).JPG"
"Cat1","cat_2","cat_2","1","02__Station32__Camera1__2012-9-16__0-48-34(1).JPG"
