# chip table
# NumData 54
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       2,      [370 360 271 230],    0.0
         2,      1,       2,      [608 190  70 279],    0.0
         3,      1,       2,      [445 312 172  77],    0.0
         4,      2,       2,      [366 352 278 233],    0.0
         5,      2,       2,      [552 229 131 152],    0.0
         6,      2,       2,      [344 398  57 187],    0.0
         7,      3,       2,      [191 328 346 270],    0.0
         8,      3,       2,      [494 424 265 136],    0.0
         9,      4,       2,      [155 312 325 288],    0.0
        10,      4,       2,      [440 383  94 217],    0.0
        11,      5,       2,      [118 304 328 290],    0.0
        12,      5,       2,      [  0 269 159 236],    0.0
        13,      6,       2,      [  0 294 252 402],    0.0
        14,      7,       2,      [  0 292 249 455],    0.0
        15,      8,       2,      [  0 373 283 347],    0.0
        16,      8,       2,      [248 373 203 203],    0.0
        17,      9,       3,      [  0 632 666 383],    0.0
        18,      9,       3,      [372 968 380 248],    0.0
        19,     10,       4,  [   0    0 1090  976],    0.0
        20,     11,       4,  [   0    0 1090  939],    0.0
        21,     12,       5,      [925 520 576 560],    0.0
        22,     13,       5,      [829 392 424 384],    0.0
        23,     13,       5,  [1201  480  289  197],    0.0
        24,     14,       5,      [823 464 625 359],    0.0
        25,     15,       5,      [856 294 379 432],    0.0
        26,     16,       5,      [888 155 348 452],    0.0
        27,     16,       5,      [913 552 429  98],    0.0
        28,     17,       5,      [936 120 394 544],    0.0
        29,     18,       5,      [944   0 390 634],    0.0
        30,     19,       5,      [968   0 418 559],    0.0
        31,     20,       5,      [984 120 405 454],    0.0
        32,     20,       5,  [1339  128  237  188],    0.0
        33,     21,       5,      [936 109 408 524],    0.0
        34,     22,       6,  [1051  256  557  450],    0.0
        35,     22,       6,  [1400  650  254  430],    0.0
        36,     23,       6,  [1000    0  400  730],    0.0
        37,     23,       6,  [1352  397  301  683],    0.0
        38,     24,       6,      [825 376 832 435],    0.0
        39,     24,       6,      [752   0 417 430],    0.0
        40,     25,       6,      [960 249 432 831],    0.0
        41,     25,       6,      [411   0 603 367],    0.0
        42,     26,       6,  [1304  373  348  485],    0.0
        43,     26,       6,      [456   0 477 304],    0.0
        44,     26,       6,      [887 800 717  88],    0.0
        45,     26,       6,      [824 267 205 231],    0.0
        46,     27,       3,      [784 395 508 685],    0.0
        47,     28,       3,      [864 333 391 567],    0.0
        48,     28,       3,      [688 567 225 260],    0.0
        49,     29,       3,      [840 402 381 417],    0.0
        50,     29,       3,      [986 264 259 190],    0.0
        51,     29,       3,      [760 525 128 301],    0.0
        52,     30,       3,      [952 259 325 561],    0.0
        53,     30,       3,  [1237  720  399  165],    0.0
        54,     30,       3,      [760 551 233 272],    0.0
