# chip table
# NumData 70
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       0,      [972 688 348 212],    0.0
         2,      1,       0,      [963 624 224  90],    0.0
         3,      2,       0,      [992 613 281 345],    0.0
         4,      2,       0,  [1024  915  153  165],    0.0
         5,      3,       0,      [992 722 317 358],    0.0
         6,      3,       0,      [976 624 251 143],    0.0
         7,      4,       0,      [964 680 477 400],    0.0
         8,      5,       0,  [1055  624  762  260],    0.0
         9,      5,       0,      [903 856 404 224],    0.0
        10,      6,       0,      [759 240 877 388],    0.0
        11,      6,       0,      [  0 408 511 383],    0.0
        12,      6,       0,      [373 208 496 248],    0.0
        13,      6,       0,  [1528    0  108  944],    0.0
        14,      7,       0,      [483 365 372 372],    0.0
        15,      7,       0,      [873 760 419 320],    0.0
        16,      7,       0,      [838 216 600 155],    0.0
        17,      7,       0,      [248 633 159 447],    0.0
        18,      7,       0,  [1240  936  466  144],    0.0
        19,      8,       0,  [1080  423  337  657],    0.0
        20,      8,       0,  [1032  113  197  392],    0.0
        21,      9,       0,  [1112  435  302  539],    0.0
        22,      9,       0,  [1016   95  206  407],    0.0
        23,     10,       0,  [1112  389  282  588],    0.0
        24,     10,       0,  [1008    0  185  462],    0.0
        25,     11,       0,  [1112  396  299  575],    0.0
        26,     11,       0,  [1024    0  212  468],    0.0
        27,     12,       0,  [1112  422  313  549],    0.0
        28,     12,       0,  [1024  102  219  389],    0.0
        29,     13,       0,      [707 456 502 439],    0.0
        30,     13,       0,  [1152  689  142  391],    0.0
        31,     14,       0,      [486 424 351 327],    0.0
        32,     14,       0,      [629 712 348 164],    0.0
        33,     15,       0,      [255 456 395 282],    0.0
        34,     15,       0,      [653 760 354 144],    0.0
        35,     16,       0,      [184 451 287 291],    0.0
        36,     16,       0,      [338 712 417  78],    0.0
        37,     17,       0,  [1200  419  256  661],    0.0
        38,     17,       0,  [1160  214   72  686],    0.0
        39,     17,       0,  [1432  550  121  401],    0.0
        40,     18,       0,  [1232  319  245  761],    0.0
        41,     18,       0,  [1448  385   94  587],    0.0
        42,     19,       0,      [588 408 815 187],    0.0
        43,     19,       0,      [784 572 204 326],    0.0
        44,     19,       0,  [1312  275   91  590],    0.0
        45,     20,       0,      [592 460 355 417],    0.0
        46,     20,       0,      [904 308 284 376],    0.0
        47,     20,       0,      [368 520 268 169],    0.0
        48,     21,       0,      [  0 456 527 408],    0.0
        49,     22,       0,  [1224  504  294  190],    0.0
        50,     23,       0,      [569 760 467 312],    0.0
        51,     23,       0,  [ 512 1034  223  284],    0.0
        52,     23,       0,      [233 896 394 114],    0.0
        53,     24,       0,      [191 872 553 367],    0.0
        54,     24,       0,  [   0 1194  342  342],    0.0
        55,     25,       0,  [1025  208  740  357],    0.0
        56,     25,       0,      [418 792 591 159],    0.0
        57,     25,       0,      [944 171 173 309],    0.0
        58,     26,       0,      [693 784 318 267],    0.0
        59,     26,       0,      [776 728 229  89],    0.0
        60,     27,       0,      [715 800 325 228],    0.0
        61,     27,       0,      [583 800 173 130],    0.0
        62,     28,       0,      [  0 776 641 319],    0.0
        63,     28,       0,      [  0 769  80 767],    0.0
        64,     29,       0,      [659 648 379 283],    0.0
        65,     29,       0,      [425 952 387 211],    0.0
        66,     29,       0,  [   0 1376  384  160],    0.0
        67,     29,       0,      [608 699  98 279],    0.0
        68,     30,       0,  [   0  288 1422 1248],    0.0
        69,     31,       0,      [ 91 304 467 240],    0.0
        70,     31,       0,      [  0 351 149 294],    0.0
