# image table
# NumData 31
#   gid,                                               gname,    aif
      1,   02__Station06__Camera1__2012-7-10__3-23-16(8).JPG,  False
      2,   02__Station06__Camera1__2012-7-10__3-23-16(9).JPG,  False
      3,   02__Station06__Camera1__2012-7-10__3-23-18(0).JPG,  False
      4,   02__Station06__Camera1__2012-7-10__3-23-18(1).JPG,  False
      5,   02__Station06__Camera1__2012-7-10__3-23-20(2).JPG,  False
      6,  02__Station13__Camera1__2012-8-16__23-48-36(4).JPG,  False
      7,  02__Station13__Camera1__2012-8-16__23-48-36(5).JPG,  False
      8,  02__Station13__Camera1__2012-8-16__23-48-38(6).JPG,  False
      9,  02__Station13__Camera1__2012-8-16__23-48-38(7).JPG,  False
     10,  02__Station13__Camera1__2012-8-16__23-48-38(8).JPG,  False
     11,  02__Station13__Camera1__2012-8-16__23-48-40(0).JPG,  False
     12,  02__Station13__Camera1__2012-8-16__23-48-40(9).JPG,  False
     13,  02__Station13__Camera1__2012-8-16__23-48-50(1).JPG,  False
     14,  02__Station13__Camera1__2012-8-16__23-48-50(2).JPG,  False
     15,  02__Station13__Camera1__2012-8-16__23-48-52(3).JPG,  False
     16,  02__Station13__Camera1__2012-8-16__23-48-52(4).JPG,  False
     17,   02__Station13__Camera1__2012-9-13__2-21-32(9).JPG,  False
     18,   02__Station13__Camera1__2012-9-13__2-21-34(0).JPG,  False
     19,   02__Station13__Camera1__2012-9-13__2-21-34(1).JPG,  False
     20,   02__Station13__Camera1__2012-9-13__2-21-36(2).JPG,  False
     21,     02__Station22__Camera1__2012-5-4__2-6-22(2).JPG,  False
     22,     02__Station22__Camera1__2012-5-4__2-6-50(0).JPG,  False
     23,     02__Station22__Camera1__2012-5-9__4-2-28(9).JPG,  False
     24,      02__Station22__Camera1__2012-5-9__4-3-2(3).JPG,  False
     25,     02__Station22__Camera1__2012-5-9__4-3-58(8).JPG,  False
     26,     02__Station22__Camera1__2012-5-9__4-4-24(5).JPG,  False
     27,     02__Station22__Camera1__2012-5-9__4-4-40(0).JPG,  False
     28,   02__Station22__Camera1__2012-6-25__2-40-22(3).JPG,  False
     29,   02__Station22__Camera1__2012-6-25__2-40-36(6).JPG,  False
     30,   02__Station23__Camera1__2012-9-9__21-28-48(8).JPG,  False
     31,   02__Station24__Camera1__2012-8-14__4-19-42(1).JPG,  False
