# chip table
# NumData 70
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       2,      [972 688 348 212],    0.0
         2,      1,       2,      [963 624 224  90],    0.0
         3,      2,       2,      [992 613 281 345],    0.0
         4,      2,       2,  [1024  915  153  165],    0.0
         5,      3,       2,      [992 722 317 358],    0.0
         6,      3,       2,      [976 624 251 143],    0.0
         7,      4,       2,      [964 680 477 400],    0.0
         8,      5,       2,  [1055  624  762  260],    0.0
         9,      5,       2,      [903 856 404 224],    0.0
        10,      6,       3,      [759 240 877 388],    0.0
        11,      6,       3,      [  0 408 511 383],    0.0
        12,      6,       3,      [373 208 496 248],    0.0
        13,      6,       3,  [1528    0  108  944],    0.0
        14,      7,       3,      [483 365 372 372],    0.0
        15,      7,       3,      [873 760 419 320],    0.0
        16,      7,       3,      [838 216 600 155],    0.0
        17,      7,       3,      [248 633 159 447],    0.0
        18,      7,       3,  [1240  936  466  144],    0.0
        19,      8,       3,  [1080  423  337  657],    0.0
        20,      8,       3,  [1032  113  197  392],    0.0
        21,      9,       3,  [1112  435  302  539],    0.0
        22,      9,       3,  [1016   95  206  407],    0.0
        23,     10,       3,  [1112  389  282  588],    0.0
        24,     10,       3,  [1008    0  185  462],    0.0
        25,     11,       3,  [1112  396  299  575],    0.0
        26,     11,       3,  [1024    0  212  468],    0.0
        27,     12,       3,  [1112  422  313  549],    0.0
        28,     12,       3,  [1024  102  219  389],    0.0
        29,     13,       3,      [707 456 502 439],    0.0
        30,     13,       3,  [1152  689  142  391],    0.0
        31,     14,       3,      [486 424 351 327],    0.0
        32,     14,       3,      [629 712 348 164],    0.0
        33,     15,       3,      [255 456 395 282],    0.0
        34,     15,       3,      [653 760 354 144],    0.0
        35,     16,       3,      [184 451 287 291],    0.0
        36,     16,       3,      [338 712 417  78],    0.0
        37,     17,       4,  [1200  419  256  661],    0.0
        38,     17,       4,  [1160  214   72  686],    0.0
        39,     17,       4,  [1432  550  121  401],    0.0
        40,     18,       4,  [1232  319  245  761],    0.0
        41,     18,       4,  [1448  385   94  587],    0.0
        42,     19,       4,      [588 408 815 187],    0.0
        43,     19,       4,      [784 572 204 326],    0.0
        44,     19,       4,  [1312  275   91  590],    0.0
        45,     20,       4,      [592 460 355 417],    0.0
        46,     20,       4,      [904 308 284 376],    0.0
        47,     20,       4,      [368 520 268 169],    0.0
        48,     21,       5,      [  0 456 527 408],    0.0
        49,     22,       5,  [1224  504  294  190],    0.0
        50,     23,       5,      [569 760 467 312],    0.0
        51,     23,       5,  [ 512 1034  223  284],    0.0
        52,     23,       5,      [233 896 394 114],    0.0
        53,     24,       5,      [191 872 553 367],    0.0
        54,     24,       5,  [   0 1194  342  342],    0.0
        55,     25,       5,  [1025  208  740  357],    0.0
        56,     25,       5,      [418 792 591 159],    0.0
        57,     25,       5,      [944 171 173 309],    0.0
        58,     26,       5,      [693 784 318 267],    0.0
        59,     26,       5,      [776 728 229  89],    0.0
        60,     27,       5,      [715 800 325 228],    0.0
        61,     27,       5,      [583 800 173 130],    0.0
        62,     28,       5,      [  0 776 641 319],    0.0
        63,     28,       5,      [  0 769  80 767],    0.0
        64,     29,       5,      [659 648 379 283],    0.0
        65,     29,       5,      [425 952 387 211],    0.0
        66,     29,       5,  [   0 1376  384  160],    0.0
        67,     29,       5,      [608 699  98 279],    0.0
        68,     30,       5,  [   0  288 1422 1248],    0.0
        69,     31,       3,      [ 91 304 467 240],    0.0
        70,     31,       5,      [  0 351 149 294],    0.0
