# image table
# NumData 30
#   gid,                                               gname,    aif
      1,   02__Station24__Camera1__2012-9-14__16-57-2(4).JPG,  False
      2,   02__Station24__Camera1__2012-9-14__16-57-2(5).JPG,  False
      3,  02__Station24__Camera1__2012-9-14__16-57-22(1).JPG,  False
      4,  02__Station24__Camera1__2012-9-14__16-57-24(2).JPG,  False
      5,  02__Station24__Camera1__2012-9-14__16-57-24(3).JPG,  False
      6,  02__Station24__Camera1__2012-9-14__16-57-44(9).JPG,  False
      7,  02__Station24__Camera1__2012-9-14__16-57-48(1).JPG,  False
      8,  02__Station24__Camera1__2012-9-14__16-57-50(2).JPG,  False
      9,  02__Station24__Camera1__2012-9-14__16-57-50(3).JPG,  False
     10,  02__Station24__Camera1__2012-9-14__16-57-50(4).JPG,  False
     11,  02__Station24__Camera1__2012-9-14__16-59-10(4).JPG,  False
     12,  02__Station24__Camera1__2012-9-14__16-59-10(5).JPG,  False
     13,  02__Station24__Camera1__2012-9-14__16-59-12(6).JPG,  False
     14,     02__Station26__Camera2__2012-8-7__9-3-20(1).JPG,  False
     15,    02__Station31__Camera1__2012-9-16__4-6-58(8).JPG,  False
     16,    02__Station31__Camera1__2012-9-16__4-7-12(2).JPG,  False
     17,    02__Station31__Camera2__2012-9-16__4-7-26(6).JPG,  False
     18,    02__Station31__Camera2__2012-9-16__4-7-40(0).JPG,  False
     19,    02__Station32__Camera1__2012-7-14__4-48-0(8).JPG,  False
     20,    02__Station32__Camera1__2012-7-14__4-48-0(9).JPG,  False
     21,   02__Station32__Camera1__2012-7-14__4-48-10(6).JPG,  False
     22,   02__Station32__Camera1__2012-7-14__4-48-10(7).JPG,  False
     23,   02__Station32__Camera1__2012-7-14__4-48-12(8).JPG,  False
     24,   02__Station32__Camera1__2012-7-14__4-48-12(9).JPG,  False
     25,   02__Station32__Camera1__2012-7-14__4-48-32(9).JPG,  False
     26,   02__Station32__Camera1__2012-7-14__4-48-34(0).JPG,  False
     27,   02__Station32__Camera1__2012-7-14__4-48-50(1).JPG,  False
     28,   02__Station32__Camera1__2012-7-14__4-48-52(2).JPG,  False
     29,   02__Station32__Camera1__2012-7-14__4-48-52(3).JPG,  False
     30,   02__Station32__Camera1__2012-7-14__4-49-50(8).JPG,  False
