Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,02__Station13__Camera1__2012-07-18__19-47-04(7).JPG,02,Station13,Camera1,2012-07-18,19-47-04
Cat_1,02__Station13__Camera1__2012-07-18__19-47-08(13).JPG,02,Station13,Camera1,2012-07-18,19-47-08
Cat_1,02__Station13__Camera1__2012-07-18__19-46-58(3).JPG,02,Station13,Camera1,2012-07-18,19-46-58
Cat_1,02__Station13__Camera1__2012-07-18__19-47-05(8).JPG,02,Station13,Camera1,2012-07-18,19-47-05
Cat_1,02__Station13__Camera1__2012-07-18__19-47-10(16).JPG,02,Station13,Camera1,2012-07-18,19-47-10
Cat_1,02__Station13__Camera1__2012-07-18__19-47-36(52).JPG,02,Station13,Camera1,2012-07-18,19-47-36
Cat_1,02__Station13__Camera1__2012-07-18__19-46-58(4).JPG,02,Station13,Camera1,2012-07-18,19-46-58
Cat_1,02__Station13__Camera1__2012-07-18__19-47-29(43).JPG,02,Station13,Camera1,2012-07-18,19-47-29
Cat_1,02__Station13__Camera1__2012-07-18__19-47-15(24).JPG,02,Station13,Camera1,2012-07-18,19-47-15
Cat_1,02__Station13__Camera1__2012-07-18__19-47-23(33).JPG,02,Station13,Camera1,2012-07-18,19-47-23
Cat_1,02__Station13__Camera1__2012-07-18__19-46-57(2).JPG,02,Station13,Camera1,2012-07-18,19-46-57
Cat_1,02__Station13__Camera1__2012-07-18__19-47-45(65).JPG,02,Station13,Camera1,2012-07-18,19-47-45
Cat_1,02__Station13__Camera1__2012-07-18__19-47-14(23).JPG,02,Station13,Camera1,2012-07-18,19-47-14
Cat_1,02__Station13__Camera1__2012-07-18__19-47-41(59).JPG,02,Station13,Camera1,2012-07-18,19-47-41
Cat_2,02__Station13__Camera1__2012-08-23__09-24-35(12).JPG,02,Station13,Camera1,2012-08-23,09-24-35
Cat_2,02__Station13__Camera1__2012-08-23__09-26-12(19).JPG,02,Station13,Camera1,2012-08-23,09-26-12
Cat_2,02__Station13__Camera1__2012-08-23__09-25-58(32).JPG,02,Station13,Camera1,2012-08-23,09-25-58
Cat_2,02__Station13__Camera1__2012-08-23__09-24-43(22).JPG,02,Station13,Camera1,2012-08-23,09-24-43
Cat_2,02__Station13__Camera1__2012-08-23__09-25-57(31).JPG,02,Station13,Camera1,2012-08-23,09-25-57
Cat_2,02__Station13__Camera1__2012-08-23__09-26-15(23).JPG,02,Station13,Camera1,2012-08-23,09-26-15
Cat_2,02__Station13__Camera1__2012-08-23__09-25-20(22).JPG,02,Station13,Camera1,2012-08-23,09-25-20
Cat_2,02__Station13__Camera1__2012-08-23__09-24-40(20).JPG,02,Station13,Camera1,2012-08-23,09-24-40
Cat_2,02__Station13__Camera1__2012-08-23__09-24-27(2).JPG,02,Station13,Camera1,2012-08-23,09-24-27
Cat_2,02__Station13__Camera1__2012-08-23__09-26-05(8).JPG,02,Station13,Camera1,2012-08-23,09-26-05
Cat_2,02__Station13__Camera1__2012-08-23__09-24-36(13).JPG,02,Station13,Camera1,2012-08-23,09-24-36
Cat_2,02__Station13__Camera1__2012-08-23__09-25-19(20).JPG,02,Station13,Camera1,2012-08-23,09-25-19
Cat_2,02__Station22__Camera1__2012-06-25__01-40-23(1).JPG,02,Station22,Camera1,2012-06-25,01-40-23
Cat_2,02__Station13__Camera1__2012-08-23__09-24-28(4).JPG,02,Station13,Camera1,2012-08-23,09-24-28
Cat_3,02__Station13__Camera1__2012-09-13__15-21-25(7).JPG,02,Station13,Camera1,2012-09-13,15-21-25
Cat_3,02__Station13__Camera1__2012-09-13__15-21-22(1).JPG,02,Station13,Camera1,2012-09-13,15-21-22
Cat_3,02__Station13__Camera1__2012-09-13__15-21-36(23).JPG,02,Station13,Camera1,2012-09-13,15-21-36
Cat_3,02__Station13__Camera1__2012-09-13__15-21-39(27).JPG,02,Station13,Camera1,2012-09-13,15-21-39
Cat_3,02__Station13__Camera1__2012-09-13__15-21-24(5).JPG,02,Station13,Camera1,2012-09-13,15-21-24
Cat_3,02__Station13__Camera1__2012-09-13__15-21-28(11).JPG,02,Station13,Camera1,2012-09-13,15-21-28
Cat_3,02__Station16__Camera1__2012-07-26__20-13-13(13).JPG,02,Station16,Camera1,2012-07-26,20-13-13
Cat_3,02__Station13__Camera1__2012-09-13__15-21-33(18).JPG,02,Station13,Camera1,2012-09-13,15-21-33
Cat_3,02__Station13__Camera1__2012-09-13__15-21-26(8).JPG,02,Station13,Camera1,2012-09-13,15-21-26
Cat_3,02__Station13__Camera1__2012-09-13__15-21-31(15).JPG,02,Station13,Camera1,2012-09-13,15-21-31
Cat_3,02__Station13__Camera1__2012-09-13__15-21-37(24).JPG,02,Station13,Camera1,2012-09-13,15-21-37
Cat_3,02__Station13__Camera1__2012-09-13__15-21-24(4).JPG,02,Station13,Camera1,2012-09-13,15-21-24
Cat_3,02__Station13__Camera1__2012-09-13__15-21-35(21).JPG,02,Station13,Camera1,2012-09-13,15-21-35
Cat_4,02__Station13__Camera1__2012-09-13__15-21-25(7).JPG,02,Station13,Camera1,2012-09-13,15-21-25
Cat_4,02__Station13__Camera1__2012-09-13__15-21-22(1).JPG,02,Station13,Camera1,2012-09-13,15-21-22
Cat_4,02__Station13__Camera1__2012-09-13__15-21-36(23).JPG,02,Station13,Camera1,2012-09-13,15-21-36
Cat_4,02__Station13__Camera1__2012-09-13__15-21-39(27).JPG,02,Station13,Camera1,2012-09-13,15-21-39
Cat_4,02__Station13__Camera1__2012-09-13__15-21-24(5).JPG,02,Station13,Camera1,2012-09-13,15-21-24
Cat_4,02__Station13__Camera1__2012-09-13__15-21-28(11).JPG,02,Station13,Camera1,2012-09-13,15-21-28
Cat_4,02__Station16__Camera1__2012-07-26__20-13-13(13).JPG,02,Station16,Camera1,2012-07-26,20-13-13
Cat_4,02__Station13__Camera1__2012-09-13__15-21-33(18).JPG,02,Station13,Camera1,2012-09-13,15-21-33
Cat_4,02__Station13__Camera1__2012-09-13__15-21-26(8).JPG,02,Station13,Camera1,2012-09-13,15-21-26
Cat_4,02__Station13__Camera1__2012-09-13__15-21-31(15).JPG,02,Station13,Camera1,2012-09-13,15-21-31
Cat_4,02__Station13__Camera1__2012-09-13__15-21-37(24).JPG,02,Station13,Camera1,2012-09-13,15-21-37
Cat_4,02__Station13__Camera1__2012-09-13__15-21-24(4).JPG,02,Station13,Camera1,2012-09-13,15-21-24
Cat_4,02__Station13__Camera1__2012-09-13__15-21-35(21).JPG,02,Station13,Camera1,2012-09-13,15-21-35
Cat_5,02__Station13__Camera1__2012-09-13__15-21-25(7).JPG,02,Station13,Camera1,2012-09-13,15-21-25
Cat_5,02__Station13__Camera1__2012-09-13__15-21-22(1).JPG,02,Station13,Camera1,2012-09-13,15-21-22
Cat_5,02__Station13__Camera1__2012-09-13__15-21-36(23).JPG,02,Station13,Camera1,2012-09-13,15-21-36
Cat_5,02__Station13__Camera1__2012-09-13__15-21-39(27).JPG,02,Station13,Camera1,2012-09-13,15-21-39
Cat_5,02__Station13__Camera1__2012-09-13__15-21-24(5).JPG,02,Station13,Camera1,2012-09-13,15-21-24
Cat_5,02__Station13__Camera1__2012-09-13__15-21-28(11).JPG,02,Station13,Camera1,2012-09-13,15-21-28
Cat_5,02__Station16__Camera1__2012-07-26__20-13-13(13).JPG,02,Station16,Camera1,2012-07-26,20-13-13
Cat_5,02__Station13__Camera1__2012-09-13__15-21-33(18).JPG,02,Station13,Camera1,2012-09-13,15-21-33
Cat_5,02__Station13__Camera1__2012-09-13__15-21-26(8).JPG,02,Station13,Camera1,2012-09-13,15-21-26
Cat_5,02__Station13__Camera1__2012-09-13__15-21-31(15).JPG,02,Station13,Camera1,2012-09-13,15-21-31
