Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,02__Station26__Camera2__2012-8-7__9-3-22(2).JPG,02,Station26,Camera2,2012-8-7,9-3-22
Cat_1,02__Station26__Camera2__2012-8-7__9-3-24(4).JPG,02,Station26,Camera2,2012-8-7,9-3-24
Cat_2,02__Station31__Camera1__2012-9-16__4-7-12(2).JPG,02,Station31,Camera1,2012-9-16,4-7-12
Cat_2,02__Station32__Camera1__2012-7-14__4-47-56(3).JPG,02,Station32,Camera1,2012-7-14,4-47-56
Cat_2,02__Station32__Camera1__2012-7-14__4-48-12(8).JPG,02,Station32,Camera1,2012-7-14,4-48-12
Cat_2,02__Station32__Camera1__2012-7-14__4-49-20(6).JPG,02,Station32,Camera1,2012-7-14,4-49-20
Cat_2,02__Station32__Camera1__2012-8-10__21-7-58(2).JPG,02,Station32,Camera1,2012-8-10,21-7-58
Cat_2,02__Station32__Camera1__2012-8-10__21-8-10(2).JPG,02,Station32,Camera1,2012-8-10,21-8-10
Cat_2,02__Station32__Camera1__2012-8-31__5-17-24(4).JPG,02,Station32,Camera1,2012-8-31,5-17-24
Cat_2,02__Station32__Camera1__2012-8-31__5-17-30(0).JPG,02,Station32,Camera1,2012-8-31,5-17-30
Cat_2,02__Station32__Camera1__2012-8-31__5-17-30(1).JPG,02,Station32,Camera1,2012-8-31,5-17-30
Cat_2,02__Station32__Camera1__2012-8-31__5-17-34(4).JPG,02,Station32,Camera1,2012-8-31,5-17-34
Cat_2,02__Station32__Camera1__2012-8-31__5-17-34(5).JPG,02,Station32,Camera1,2012-8-31,5-17-34
Cat_2,02__Station32__Camera1__2012-8-31__5-17-36(6).JPG,02,Station32,Camera1,2012-8-31,5-17-36
Cat_2,02__Station32__Camera1__2012-8-31__5-17-36(7).JPG,02,Station32,Camera1,2012-8-31,5-17-36
Cat_2,02__Station32__Camera1__2012-9-16__0-48-20(7).JPG,02,Station32,Camera1,2012-9-16,0-48-20
Cat_2,02__Station32__Camera1__2012-9-16__0-48-30(6).JPG,02,Station32,Camera1,2012-9-16,0-48-30
Cat_2,02__Station35__Camera1__2012-9-1__4-25-0(5).JPG,02,Station35,Camera1,2012-9-1,4-25-0
Cat_3,02__Station33__Camera1__2012-8-25__16-16-52(3).JPG,02,Station33,Camera1,2012-8-25,16-16-52
Cat_3,02__Station33__Camera1__2012-8-25__16-17-2(2).JPG,02,Station33,Camera1,2012-8-25,16-17-2
Cat_3,02__Station33__Camera1__2012-8-25__16-17-4(3).JPG,02,Station33,Camera1,2012-8-25,16-17-4
Cat_4,02__Station33__Camera1__2012-9-2__5-57-10(1).JPG,02,Station33,Camera1,2012-9-2,5-57-10
Cat_4,02__Station33__Camera1__2012-9-2__5-57-24(9).JPG,02,Station33,Camera1,2012-9-2,5-57-24
Cat_4,02__Station33__Camera1__2012-9-2__5-57-54(0).JPG,02,Station33,Camera1,2012-9-2,5-57-54
Cat_4,02__Station33__Camera1__2012-9-2__5-58-2(0).JPG,02,Station33,Camera1,2012-9-2,5-58-2
Cat_4,02__Station33__Camera1__2012-9-2__5-58-22(1).JPG,02,Station33,Camera1,2012-9-2,5-58-22
Cat_4,02__Station33__Camera1__2012-9-2__5-58-22(3).JPG,02,Station33,Camera1,2012-9-2,5-58-22
Cat_4,02__Station33__Camera1__2012-9-2__5-58-24(4).JPG,02,Station33,Camera1,2012-9-2,5-58-24
Cat_5,02__Station35__Camera1__2012-8-11__3-54-38(1).JPG,02,Station35,Camera1,2012-8-11,3-54-38
Cat_5,02__Station35__Camera1__2012-8-11__3-54-42(7).JPG,02,Station35,Camera1,2012-8-11,3-54-42
