# image table
# NumData 30
#   gid,                                               gname,    aif
      1,  02__Station14__Camera1__2012-7-24__21-55-22(6).JPG,  False
      2,  02__Station14__Camera1__2012-7-24__21-55-30(3).JPG,  False
      3,  02__Station14__Camera1__2012-7-24__21-55-44(1).JPG,  False
      4,   02__Station14__Camera1__2012-8-8__18-14-28(4).JPG,  False
      5,   02__Station14__Camera1__2012-8-8__18-14-32(0).JPG,  False
      6,   02__Station14__Camera1__2012-8-8__18-14-44(9).JPG,  False
      7,   02__Station19__Camera2__2012-6-21__1-34-44(5).JPG,  False
      8,    02__Station22__Camera1__2012-5-13__6-14-4(5).JPG,  False
      9,     02__Station22__Camera1__2012-5-4__2-4-16(7).JPG,  False
     10,      02__Station22__Camera1__2012-5-9__4-3-2(3).JPG,  False
     11,   02__Station24__Camera1__2012-8-14__4-19-42(2).JPG,  False
     12,   02__Station24__Camera1__2012-8-28__1-55-54(9).JPG,  False
     13,  02__Station24__Camera1__2012-9-14__16-56-56(6).JPG,  False
     14,   02__Station24__Camera1__2012-9-14__16-57-0(1).JPG,  False
     15,  02__Station24__Camera1__2012-9-14__16-57-32(1).JPG,  False
     16,  02__Station24__Camera1__2012-9-14__16-57-52(7).JPG,  False
     17,  02__Station24__Camera1__2012-9-14__16-58-40(7).JPG,  False
     18,   02__Station24__Camera1__2012-9-14__17-0-56(3).JPG,  False
     19,   02__Station24__Camera1__2012-9-14__17-0-58(7).JPG,  False
     20,    02__Station24__Camera1__2012-9-14__17-1-0(8).JPG,  False
     21,  02__Station24__Camera1__2012-9-14__17-12-18(8).JPG,  False
     22,  02__Station24__Camera1__2012-9-14__17-12-32(3).JPG,  False
     23,  02__Station24__Camera1__2012-9-14__17-12-36(9).JPG,  False
     24,    02__Station24__Camera1__2012-9-14__17-7-6(1).JPG,  False
     25,   02__Station24__Camera1__2012-9-14__17-9-12(2).JPG,  False
     26,   02__Station32__Camera1__2012-7-14__4-48-52(3).JPG,  False
     27,   02__Station32__Camera1__2012-7-14__4-49-38(5).JPG,  False
     28,    02__Station32__Camera1__2012-7-14__4-49-8(8).JPG,  False
     29,    02__Station32__Camera1__2012-8-10__21-8-2(5).JPG,  False
     30,    02__Station32__Camera1__2012-8-10__21-8-6(0).JPG,  False
