# image table
# NumData 31
#   gid,                                               gname,    aif
      1,    02__Station10__Camera1__2012-9-9__4-55-42(5).JPG,  False
      2,    02__Station10__Camera1__2012-9-9__4-56-40(6).JPG,  False
      3,   02__Station12__Camera2__2012-5-4__22-21-52(2).JPG,  False
      4,   02__Station12__Camera2__2012-5-4__22-22-54(4).JPG,  False
      5,    02__Station13__Camera1__2012-7-18__6-47-0(7).JPG,  False
      6,   02__Station13__Camera1__2012-7-18__6-47-42(7).JPG,  False
      7,  02__Station13__Camera1__2012-8-16__23-48-40(9).JPG,  False
      8,   02__Station13__Camera1__2012-8-6__12-17-42(4).JPG,  False
      9,   02__Station13__Camera1__2012-8-6__12-18-12(6).JPG,  False
     10,   02__Station13__Camera1__2012-9-13__2-21-22(2).JPG,  False
     11,   02__Station13__Camera1__2012-9-13__2-21-30(4).JPG,  False
     12,   02__Station13__Camera1__2012-9-13__2-21-52(5).JPG,  False
     13,  02__Station14__Camera1__2012-7-24__21-55-30(1).JPG,  False
     14,   02__Station14__Camera1__2012-8-8__18-14-40(4).JPG,  False
     15,   02__Station19__Camera2__2012-6-21__1-34-50(1).JPG,  False
     16,   02__Station22__Camera1__2012-6-25__2-40-36(6).JPG,  False
     17,   02__Station24__Camera1__2012-8-28__1-55-54(8).JPG,  False
     18,  02__Station24__Camera1__2012-9-14__16-56-48(8).JPG,  False
     19,  02__Station24__Camera1__2012-9-14__16-56-58(8).JPG,  False
     20,  02__Station24__Camera1__2012-9-14__16-56-58(9).JPG,  False
     21,  02__Station24__Camera1__2012-9-14__16-58-40(4).JPG,  False
     22,  02__Station24__Camera1__2012-9-14__16-58-48(5).JPG,  False
     23,  02__Station24__Camera1__2012-9-14__17-11-46(5).JPG,  False
     24,  02__Station24__Camera1__2012-9-14__17-12-34(6).JPG,  False
     25,    02__Station24__Camera1__2012-9-14__17-2-0(1).JPG,  False
     26,   02__Station24__Camera1__2012-9-14__17-2-14(1).JPG,  False
     27,   02__Station24__Camera1__2012-9-14__17-6-38(7).JPG,  False
     28,   02__Station24__Camera1__2012-9-14__17-6-40(9).JPG,  False
     29,   02__Station24__Camera1__2012-9-14__17-9-30(7).JPG,  False
     30,   02__Station24__Camera1__2013-1-7__11-14-30(6).JPG,  False
     31,   02__Station24__Camera1__2013-1-7__11-14-30(9).JPG,  False
