Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,02__Station24__Camera1__2012-9-14__16-58-32(2).JPG,02,Station24,Camera1,2012-9-14,16-58-32
Cat_1,02__Station24__Camera1__2012-9-14__16-58-32(3).JPG,02,Station24,Camera1,2012-9-14,16-58-32
Cat_1,02__Station24__Camera1__2012-9-14__16-58-32(4).JPG,02,Station24,Camera1,2012-9-14,16-58-32
Cat_1,02__Station24__Camera1__2012-9-14__16-58-32(5).JPG,02,Station24,Camera1,2012-9-14,16-58-32
Cat_1,02__Station24__Camera1__2012-9-14__16-58-34(6).JPG,02,Station24,Camera1,2012-9-14,16-58-34
Cat_1,02__Station24__Camera1__2012-9-14__16-58-34(7).JPG,02,Station24,Camera1,2012-9-14,16-58-34
Cat_1,02__Station24__Camera1__2012-9-14__16-58-34(8).JPG,02,Station24,Camera1,2012-9-14,16-58-34
Cat_1,02__Station24__Camera1__2012-9-14__16-58-36(0).JPG,02,Station24,Camera1,2012-9-14,16-58-36
Cat_1,02__Station24__Camera1__2012-9-14__16-58-36(9).JPG,02,Station24,Camera1,2012-9-14,16-58-36
Cat_2,02__Station26__Camera1__2012-8-19__16-14-2(3).JPG,02,Station26,Camera1,2012-8-19,16-14-2
Cat_2,02__Station26__Camera1__2012-8-19__16-14-4(4).JPG,02,Station26,Camera1,2012-8-19,16-14-4
Cat_2,02__Station26__Camera1__2012-8-19__16-14-4(5).JPG,02,Station26,Camera1,2012-8-19,16-14-4
Cat_3,02__Station32__Camera1__2012-7-14__4-48-8(4).JPG,02,Station32,Camera1,2012-7-14,4-48-8
Cat_3,02__Station32__Camera1__2012-7-14__4-48-8(5).JPG,02,Station32,Camera1,2012-7-14,4-48-8
Cat_3,02__Station32__Camera1__2012-7-14__4-49-10(0).JPG,02,Station32,Camera1,2012-7-14,4-49-10
Cat_3,02__Station32__Camera1__2012-7-14__4-49-16(1).JPG,02,Station32,Camera1,2012-7-14,4-49-16
Cat_3,02__Station32__Camera1__2012-7-14__4-49-18(2).JPG,02,Station32,Camera1,2012-7-14,4-49-18
Cat_3,02__Station32__Camera1__2012-7-14__4-49-18(3).JPG,02,Station32,Camera1,2012-7-14,4-49-18
Cat_3,02__Station32__Camera1__2012-7-14__4-49-2(1).JPG,02,Station32,Camera1,2012-7-14,4-49-2
Cat_3,02__Station32__Camera1__2012-7-14__4-49-20(4).JPG,02,Station32,Camera1,2012-7-14,4-49-20
Cat_4,02__Station32__Camera1__2012-8-10__21-8-4(7).JPG,02,Station32,Camera1,2012-8-10,21-8-4
Cat_4,02__Station32__Camera1__2012-8-10__21-8-4(8).JPG,02,Station32,Camera1,2012-8-10,21-8-4
Cat_4,02__Station32__Camera1__2012-8-10__21-8-6(0).JPG,02,Station32,Camera1,2012-8-10,21-8-6
Cat_4,02__Station32__Camera1__2012-8-10__21-8-6(9).JPG,02,Station32,Camera1,2012-8-10,21-8-6
Cat_5,02__Station32__Camera1__2012-8-31__5-17-12(1).JPG,02,Station32,Camera1,2012-8-31,5-17-12
Cat_5,02__Station32__Camera1__2012-8-31__5-17-12(2).JPG,02,Station32,Camera1,2012-8-31,5-17-12
Cat_5,02__Station32__Camera1__2012-8-31__5-17-28(7).JPG,02,Station32,Camera1,2012-8-31,5-17-28
Cat_5,02__Station32__Camera1__2012-8-31__5-17-28(8).JPG,02,Station32,Camera1,2012-8-31,5-17-28
Cat_5,02__Station32__Camera1__2012-8-31__5-17-28(9).JPG,02,Station32,Camera1,2012-8-31,5-17-28
Cat_5,02__Station32__Camera1__2012-8-31__5-17-30(0).JPG,02,Station32,Camera1,2012-8-31,5-17-30
Cat_5,02__Station32__Camera1__2012-8-31__5-17-30(1).JPG,02,Station32,Camera1,2012-8-31,5-17-30
