Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,01__Station14__Camera1__2012-8-30__16-8-20(9).JPG,01,Station14,Camera1,2012-8-30,16-8-20
Cat_1,01__Station14__Camera1__2012-8-30__16-8-28(1).JPG,01,Station14,Camera1,2012-8-30,16-8-28
Cat_1,01__Station14__Camera1__2012-8-30__16-8-28(2).JPG,01,Station14,Camera1,2012-8-30,16-8-28
Cat_1,01__Station14__Camera1__2012-8-30__16-8-28(3).JPG,01,Station14,Camera1,2012-8-30,16-8-28
Cat_1,01__Station14__Camera1__2012-8-30__16-8-30(4).JPG,01,Station14,Camera1,2012-8-30,16-8-30
Cat_2,02__Station04__Camera1__2012-7-5__12-17-40(8).JPG,02,Station04,Camera1,2012-7-5,12-17-40
Cat_2,02__Station04__Camera1__2012-7-5__12-17-40(9).JPG,02,Station04,Camera1,2012-7-5,12-17-40
Cat_2,02__Station04__Camera1__2012-7-5__12-17-42(0).JPG,02,Station04,Camera1,2012-7-5,12-17-42
Cat_2,02__Station04__Camera1__2012-7-5__12-17-46(1).JPG,02,Station04,Camera1,2012-7-5,12-17-46
Cat_2,02__Station04__Camera1__2012-7-5__12-17-46(2).JPG,02,Station04,Camera1,2012-7-5,12-17-46
Cat_2,02__Station12__Camera2__2012-5-30__0-40-34(4).JPG,02,Station12,Camera2,2012-5-30,0-40-34
Cat_3,02__Station06__Camera1__2012-8-18__8-30-8(3).JPG,02,Station06,Camera1,2012-8-18,8-30-8
Cat_3,02__Station06__Camera1__2012-8-18__8-30-8(4).JPG,02,Station06,Camera1,2012-8-18,8-30-8
Cat_4,02__Station07__Camera1__2012-8-24__1-52-36(1).JPG,02,Station07,Camera1,2012-8-24,1-52-36
Cat_4,02__Station07__Camera1__2012-8-24__1-52-36(2).JPG,02,Station07,Camera1,2012-8-24,1-52-36
Cat_4,02__Station07__Camera1__2012-8-24__1-52-38(3).JPG,02,Station07,Camera1,2012-8-24,1-52-38
Cat_5,02__Station09__Camera2__2012-9-16__18-51-14(5).JPG,02,Station09,Camera2,2012-9-16,18-51-14
Cat_5,02__Station09__Camera2__2012-9-16__18-51-14(6).JPG,02,Station09,Camera2,2012-9-16,18-51-14
Cat_5,02__Station09__Camera2__2012-9-16__18-51-16(7).JPG,02,Station09,Camera2,2012-9-16,18-51-16
Cat_5,02__Station09__Camera2__2012-9-16__18-51-18(8).JPG,02,Station09,Camera2,2012-9-16,18-51-18
Cat_5,02__Station09__Camera2__2012-9-16__18-51-18(9).JPG,02,Station09,Camera2,2012-9-16,18-51-18
Cat_6,02__Station10__Camera1__2012-9-9__4-54-56(1).JPG,02,Station10,Camera1,2012-9-9,4-54-56
Cat_6,02__Station10__Camera1__2012-9-9__4-54-56(2).JPG,02,Station10,Camera1,2012-9-9,4-54-56
Cat_6,02__Station10__Camera1__2012-9-9__4-55-40(3).JPG,02,Station10,Camera1,2012-9-9,4-55-40
Cat_6,02__Station10__Camera1__2012-9-9__4-55-40(4).JPG,02,Station10,Camera1,2012-9-9,4-55-40
Cat_6,02__Station10__Camera1__2012-9-9__4-55-42(5).JPG,02,Station10,Camera1,2012-9-9,4-55-42
Cat_6,02__Station10__Camera1__2012-9-9__4-56-40(6).JPG,02,Station10,Camera1,2012-9-9,4-56-40
Cat_6,02__Station10__Camera1__2012-9-9__4-56-42(7).JPG,02,Station10,Camera1,2012-9-9,4-56-42
Cat_6,02__Station10__Camera1__2012-9-9__4-56-42(8).JPG,02,Station10,Camera1,2012-9-9,4-56-42
Cat_7,02__Station12__Camera2__2012-5-4__22-21-48(8).JPG,02,Station12,Camera2,2012-5-4,22-21-48
