Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,02__Station24__Camera1__2012-9-14__16-58-26(4).JPG,02,Station24,Camera1,2012-9-14,16-58-26
Cat_1,02__Station24__Camera1__2012-9-14__16-58-26(5).JPG,02,Station24,Camera1,2012-9-14,16-58-26
Cat_1,02__Station24__Camera1__2012-9-14__16-59-14(9).JPG,02,Station24,Camera1,2012-9-14,16-59-14
Cat_1,02__Station24__Camera1__2012-9-14__16-59-22(1).JPG,02,Station24,Camera1,2012-9-14,16-59-22
Cat_1,02__Station24__Camera1__2012-9-14__16-59-22(2).JPG,02,Station24,Camera1,2012-9-14,16-59-22
Cat_1,02__Station24__Camera1__2012-9-14__16-59-24(3).JPG,02,Station24,Camera1,2012-9-14,16-59-24
Cat_1,02__Station24__Camera1__2012-9-14__16-59-24(4).JPG,02,Station24,Camera1,2012-9-14,16-59-24
Cat_1,02__Station24__Camera1__2012-9-14__16-59-24(5).JPG,02,Station24,Camera1,2012-9-14,16-59-24
Cat_2,02__Station26__Camera2__2012-8-19__16-12-46(6).JPG,02,Station26,Camera2,2012-8-19,16-12-46
Cat_2,02__Station26__Camera2__2012-8-19__16-12-46(7).JPG,02,Station26,Camera2,2012-8-19,16-12-46
Cat_3,02__Station32__Camera1__2012-9-16__0-48-28(4).JPG,02,Station32,Camera1,2012-9-16,0-48-28
Cat_3,02__Station32__Camera1__2012-9-16__0-48-28(5).JPG,02,Station32,Camera1,2012-9-16,0-48-28
Cat_3,02__Station32__Camera1__2012-9-16__0-48-30(6).JPG,02,Station32,Camera1,2012-9-16,0-48-30
Cat_3,02__Station32__Camera1__2012-9-16__0-48-30(7).JPG,02,Station32,Camera1,2012-9-16,0-48-30
Cat_3,02__Station32__Camera1__2012-9-16__0-48-30(8).JPG,02,Station32,Camera1,2012-9-16,0-48-30
Cat_3,02__Station32__Camera1__2012-9-16__0-48-32(0).JPG,02,Station32,Camera1,2012-9-16,0-48-32
Cat_3,02__Station32__Camera1__2012-9-16__0-48-32(9).JPG,02,Station32,Camera1,2012-9-16,0-48-32
Cat_4,02__Station33__Camera1__2012-9-2__5-57-10(1).JPG,02,Station33,Camera1,2012-9-2,5-57-10
Cat_4,02__Station33__Camera1__2012-9-2__5-57-12(2).JPG,02,Station33,Camera1,2012-9-2,5-57-12
Cat_4,02__Station33__Camera1__2012-9-2__5-57-12(3).JPG,02,Station33,Camera1,2012-9-2,5-57-12
Cat_4,02__Station33__Camera1__2012-9-2__5-57-12(4).JPG,02,Station33,Camera1,2012-9-2,5-57-12
Cat_4,02__Station33__Camera1__2012-9-2__5-57-36(7).JPG,02,Station33,Camera1,2012-9-2,5-57-36
Cat_4,02__Station33__Camera1__2012-9-2__5-57-38(0).JPG,02,Station33,Camera1,2012-9-2,5-57-38
Cat_4,02__Station33__Camera1__2012-9-2__5-57-38(8).JPG,02,Station33,Camera1,2012-9-2,5-57-38
Cat_4,02__Station33__Camera1__2012-9-2__5-57-38(9).JPG,02,Station33,Camera1,2012-9-2,5-57-38
Cat_5,02__Station35__Camera1__2012-8-11__3-54-36(8).JPG,02,Station35,Camera1,2012-8-11,3-54-36
Cat_5,02__Station35__Camera1__2012-8-11__3-54-36(9).JPG,02,Station35,Camera1,2012-8-11,3-54-36
Cat_5,02__Station35__Camera1__2012-8-11__3-54-38(0).JPG,02,Station35,Camera1,2012-8-11,3-54-38
Cat_5,02__Station35__Camera1__2012-8-11__3-54-38(1).JPG,02,Station35,Camera1,2012-8-11,3-54-38
Cat_5,02__Station35__Camera1__2012-8-11__3-54-40(2).JPG,02,Station35,Camera1,2012-8-11,3-54-40
