# image table
# NumData 30
#   gid,                                               gname,    aif
      1,   02__Station12__Camera2__2012-5-4__22-22-20(0).JPG,  False
      2,   02__Station12__Camera2__2012-5-4__22-22-36(6).JPG,  False
      3,   02__Station12__Camera2__2012-5-4__22-22-36(7).JPG,  False
      4,   02__Station12__Camera2__2012-5-4__22-22-36(8).JPG,  False
      5,   02__Station12__Camera2__2012-5-4__22-22-38(9).JPG,  False
      6,    02__Station12__Camera2__2012-5-4__22-23-6(6).JPG,  False
      7,    02__Station12__Camera2__2012-5-4__22-23-6(7).JPG,  False
      8,  02__Station12__Camera2__2012-6-14__11-53-34(4).JPG,  False
      9,  02__Station12__Camera2__2012-6-14__11-53-34(5).JPG,  False
     10,   02__Station13__Camera1__2012-7-18__6-47-40(2).JPG,  False
     11,   02__Station13__Camera1__2012-7-18__6-47-40(3).JPG,  False
     12,   02__Station13__Camera1__2012-7-18__6-47-40(4).JPG,  False
     13,   02__Station13__Camera1__2012-7-18__6-47-42(5).JPG,  False
     14,   02__Station13__Camera1__2012-7-18__6-47-42(6).JPG,  False
     15,   02__Station13__Camera1__2012-7-18__6-47-42(7).JPG,  False
     16,   02__Station13__Camera1__2012-7-18__6-47-44(0).JPG,  False
     17,  02__Station13__Camera1__2012-8-16__23-48-54(6).JPG,  False
     18,  02__Station13__Camera1__2012-8-16__23-48-54(7).JPG,  False
     19,   02__Station13__Camera1__2012-8-6__12-16-20(2).JPG,  False
     20,   02__Station13__Camera1__2012-8-6__12-16-22(3).JPG,  False
     21,   02__Station13__Camera1__2012-8-6__12-16-22(4).JPG,  False
     22,   02__Station13__Camera1__2012-9-13__2-21-40(9).JPG,  False
     23,   02__Station13__Camera1__2012-9-13__2-21-50(1).JPG,  False
     24,   02__Station13__Camera1__2012-9-13__2-21-50(2).JPG,  False
     25,   02__Station13__Camera1__2012-9-13__2-21-52(3).JPG,  False
     26,   02__Station13__Camera1__2012-9-13__2-21-52(4).JPG,  False
     27,   02__Station16__Camera1__2012-7-26__7-13-16(9).JPG,  False
     28,    02__Station16__Camera1__2012-7-26__7-13-2(5).JPG,  False
     29,    02__Station16__Camera1__2012-7-26__7-13-2(6).JPG,  False
     30,    02__Station19__Camera2__2012-6-19__4-30-2(3).JPG,  False
