# chip table
# NumData 69
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       0,  [1512    0  410  569],    0.0
         2,      1,       0,  [1208  306  355  379],    0.0
         3,      1,       0,      [967 640 409 189],    0.0
         4,      2,       0,  [1408  128  640  533],    0.0
         5,      2,       0,  [1200  316  288  383],    0.0
         6,      3,       0,  [1360    0  688 1003],    0.0
         7,      4,       0,      [762   0 875 310],    0.0
         8,      5,       0,      [456   0 278 906],    0.0
         9,      5,       0,      [704 311 154 701],    0.0
        10,      6,       0,  [1640  169  218  465],    0.0
        11,      6,       0,  [1335  176  332  141],    0.0
        12,      6,       0,  [1224  756  141  265],    0.0
        13,      6,       0,  [1021  376  184  153],    0.0
        14,      6,       0,  [1832  169  101  170],    0.0
        15,      6,       0,  [1592  300   75  222],    0.0
        16,      6,       0,  [1384 1078  101  152],    0.0
        17,      6,       0,  [1923 1256  125  122],    0.0
        18,      7,       0,  [1241    0  807  779],    0.0
        19,      7,       0,  [1432  682  346  701],    0.0
        20,      8,       0,      [381 408 979 754],    0.0
        21,      8,       0,  [1238  496  567  448],    0.0
        22,      9,       0,  [ 279  488 1498  503],    0.0
        23,      9,       0,      [540 936 853 252],    0.0
        24,     10,       0,      [  0 394 544 581],    0.0
        25,     10,       0,  [1456  477  294  307],    0.0
        26,     10,       0,      [  0 904 409 133],    0.0
        27,     10,       0,      [480 697 189 278],    0.0
        28,     11,       0,      [901   0 539 505],    0.0
        29,     11,       0,      [872 740 279 796],    0.0
        30,     11,       0,      [664 249 208 737],    0.0
        31,     12,       0,      [952 495 430 439],    0.0
        32,     12,       0,  [1336  188  265  415],    0.0
        33,     12,       0,      [610 880 452 200],    0.0
        34,     13,       0,      [936 504 453 431],    0.0
        35,     13,       0,  [1225  296  409  262],    0.0
        36,     13,       0,      [571 896 491 184],    0.0
        37,     14,       0,  [1084  464  603  440],    0.0
        38,     14,       0,      [739 784 326 296],    0.0
        39,     14,       0,  [1313  320  409  199],    0.0
        40,     15,       0,  [1127  384  793  501],    0.0
        41,     15,       0,      [960 518 266 413],    0.0
        42,     16,       0,  [1309  312  611  597],    0.0
        43,     17,       0,  [1584  303  336  597],    0.0
        44,     17,       0,  [1184  752  442  106],    0.0
        45,     18,       0,  [1088  172  224  591],    0.0
        46,     19,       0,      [936 496 602 356],    0.0
        47,     19,       0,  [1112  245  168  295],    0.0
        48,     20,       0,      [921 576 638 336],    0.0
        49,     20,       0,  [1028  488  418  130],    0.0
        50,     21,       0,      [921 568 641 333],    0.0
        51,     21,       0,  [1022  488  441  122],    0.0
        52,     22,       0,      [937 560 616 344],    0.0
        53,     22,       0,  [1020  496  443  107],    0.0
        54,     23,       0,      [560   0 405 748],    0.0
        55,     24,       0,      [586 224 580 521],    0.0
        56,     24,       0,      [584 680 238 400],    0.0
        57,     25,       0,      [688 167 541 573],    0.0
        58,     25,       0,      [632 275 124 805],    0.0
        59,     26,       0,      [644 256 574 458],    0.0
        60,     26,       0,      [716 200 823 113],    0.0
        61,     27,       0,      [717 232 495 480],    0.0
        62,     27,       0,      [400 560 379 223],    0.0
        63,     27,       0,  [1151  184  403  199],    0.0
        64,     28,       0,      [424 207 303 650],    0.0
        65,     28,       0,      [  0 776 387 304],    0.0
        66,     29,       0,      [515 216 552 441],    0.0
        67,     29,       0,      [  0 744 298 336],    0.0
        68,     30,       0,      [927 272 537 328],    0.0
        69,     30,       0,      [751 560 565  61],    0.0
