# chip table
# NumData 69
#   ChipID,  ImgID,  NameID,  roi[tl_x  tl_y  w  h],  theta
         1,      1,       2,      [114 688 966 272],    0.0
         2,      1,       2,      [219 616 624 106],    0.0
         3,      1,       2,      [208 927 234 273],    0.0
         4,      2,       2,  [1024  529  291  474],    0.0
         5,      2,       2,      [  0 712 487 207],    0.0
         6,      2,       2,  [1348 1080  299  190],    0.0
         7,      3,       2,  [1064  530  251  497],    0.0
         8,      3,       2,      [  0 704 477 141],    0.0
         9,      3,       2,  [1348 1112  315  149],    0.0
        10,      3,       2,  [1024  512   71  442],    0.0
        11,      4,       2,  [1064  528  250  499],    0.0
        12,      4,       2,      [  0 704 505 149],    0.0
        13,      4,       2,  [1439 1120  217  190],    0.0
        14,      4,       2,      [944 518 151 199],    0.0
        15,      5,       2,  [1064  529  249  499],    0.0
        16,      5,       2,      [  0 696 519 155],    0.0
        17,      5,       2,  [1443 1168  229  151],    0.0
        18,      5,       2,      [928 522 167 191],    0.0
        19,      6,       2,      [880 616 262 432],    0.0
        20,      6,       2,  [1144  891  211  214],    0.0
        21,      6,       2,  [1336  994  147  181],    0.0
        22,      7,       2,      [856 669 315 364],    0.0
        23,      7,       2,  [1157  976  330  142],    0.0
        24,      7,       2,      [887 584 215 130],    0.0
        25,      8,       3,      [466 608 842 251],    0.0
        26,      8,       3,  [1078  432  665  207],    0.0
        27,      8,       3,      [291 832 840  82],    0.0
        28,      9,       3,      [546 600 739 260],    0.0
        29,      9,       3,  [1213  384  527  258],    0.0
        30,     10,       4,      [672 498 389 411],    0.0
        31,     10,       4,      [816 858 194 222],    0.0
        32,     11,       4,      [523 552 537 401],    0.0
        33,     11,       4,      [376 624 214 260],    0.0
        34,     12,       4,      [520 557 457 523],    0.0
        35,     12,       4,      [320 646 257 294],    0.0
        36,     13,       4,      [448 552 544 528],    0.0
        37,     13,       4,      [158 712 358 178],    0.0
        38,     14,       4,      [558 528 481 444],    0.0
        39,     14,       4,      [331 520 287 270],    0.0
        40,     15,       4,      [320 538 352 377],    0.0
        41,     16,       4,      [440 475 249 279],    0.0
        42,     16,       4,      [488 432 304  78],    0.0
        43,     17,       5,      [160 600 259 147],    0.0
        44,     17,       5,      [128 471 132 147],    0.0
        45,     18,       5,      [143 608 262 131],    0.0
        46,     18,       5,      [120 474  99 146],    0.0
        47,     19,       6,      [845 328 890 203],    0.0
        48,     19,       6,  [1047  512  462  133],    0.0
        49,     19,       6,  [1629  224  291  197],    0.0
        50,     20,       6,      [779 336 696 303],    0.0
        51,     20,       6,      [651 608 377 322],    0.0
        52,     20,       6,      [556 432 310 216],    0.0
        53,     21,       6,      [524 392 688 337],    0.0
        54,     21,       6,      [871 696 687 281],    0.0
        55,     22,       3,      [349 416 708 221],    0.0
        56,     22,       3,      [744 336 357 108],    0.0
        57,     22,       3,      [172 416 265 133],    0.0
        58,     23,       3,      [520 432 457 446],    0.0
        59,     23,       3,      [648 368 341 120],    0.0
        60,     24,       3,      [528 385 423 500],    0.0
        61,     25,       3,      [398 425 388 388],    0.0
        62,     25,       3,      [744 485 101 372],    0.0
        63,     26,       3,      [296 464 330 404],    0.0
        64,     27,       7,      [584 424 230 238],    0.0
        65,     27,       7,      [500 384 252  70],    0.0
        66,     28,       7,      [595 392 275 265],    0.0
        67,     29,       7,      [616 378 209 292],    0.0
        68,     29,       7,      [800 416  57 243],    0.0
        69,     30,       3,  [   0  976 2048  560],    0.0
