# image table
# NumData 30
#   gid,                                               gname,    aif
      1,  02__Station24__Camera1__2012-9-14__16-59-14(0).JPG,  False
      2,  02__Station24__Camera1__2012-9-14__16-59-14(9).JPG,  False
      3,  02__Station24__Camera1__2012-9-14__16-59-22(1).JPG,  False
      4,  02__Station24__Camera1__2012-9-14__16-59-22(2).JPG,  False
      5,  02__Station24__Camera1__2012-9-14__16-59-24(3).JPG,  False
      6,  02__Station24__Camera1__2012-9-14__16-59-28(0).JPG,  False
      7,  02__Station24__Camera1__2012-9-14__16-59-32(1).JPG,  False
      8,  02__Station24__Camera1__2012-9-14__16-59-34(2).JPG,  False
      9,   02__Station25__Camera1__2012-5-2__10-45-14(4).JPG,  False
     10,  02__Station26__Camera2__2012-8-19__16-12-54(4).JPG,  False
     11,  02__Station26__Camera2__2012-8-19__16-12-54(5).JPG,  False
     12,    02__Station33__Camera1__2012-9-2__5-57-24(9).JPG,  False
     13,    02__Station33__Camera1__2012-9-2__5-57-26(1).JPG,  False
     14,    02__Station33__Camera1__2012-9-2__5-57-26(2).JPG,  False
     15,    02__Station33__Camera1__2012-9-2__5-57-28(3).JPG,  False
     16,    02__Station33__Camera1__2012-9-2__5-57-28(4).JPG,  False
     17,    02__Station33__Camera1__2012-9-2__5-58-16(3).JPG,  False
     18,    02__Station33__Camera1__2012-9-2__5-58-16(4).JPG,  False
     19,    02__Station33__Camera1__2012-9-2__5-58-18(5).JPG,  False
     20,    02__Station33__Camera1__2012-9-2__5-58-18(6).JPG,  False
     21,    02__Station33__Camera1__2012-9-2__5-58-18(7).JPG,  False
     22,   02__Station35__Camera1__2012-8-11__3-54-40(3).JPG,  False
     23,   02__Station35__Camera1__2012-8-11__3-54-40(4).JPG,  False
     24,   02__Station35__Camera1__2012-8-11__3-54-40(5).JPG,  False
     25,   02__Station35__Camera1__2012-8-11__3-54-42(6).JPG,  False
     26,   02__Station35__Camera1__2012-8-11__3-54-42(7).JPG,  False
     27,    02__Station35__Camera1__2012-9-1__4-24-16(1).JPG,  False
     28,    02__Station35__Camera1__2012-9-1__4-24-16(2).JPG,  False
     29,    02__Station35__Camera1__2012-9-1__4-24-16(3).JPG,  False
     30,    02__Station35__Camera1__2012-9-1__4-24-18(4).JPG,  False
